"result","player","converted_x","converted_y","shot_distance","shot_x","shot_y"
"made","Zach Randolph",26.8,89.2,2,23.2,4.8
"made","Rudy Gay",8.4,67.7,27,41.6,26.3
"made","Rudy Gay",27.3,64.6,25,22.7,29.4
"made","Gary Forbes",23.3,4.2,2,23.3,4.2
"made","Quincy Pondexter",13,71.7,21,37,22.3
"made","Jerryd Bayless",25,4.8,0,25,4.8
"made","Zach Randolph",26,88.1,1,24,5.90000000000001
"made","Jerryd Bayless",26.5,5.7,2,26.5,5.7
"made","Kawhi Leonard",21.4,8,5,21.4,8
"made","Tim Duncan",39.2,14.9,17,39.2,14.9
"made","Serge Ibaka",25,86.4,3,25,7.59999999999999
"made","DeJuan Blair",22.2,4.7,3,22.2,4.7
"made","DeJuan Blair",22.2,4.8,3,22.2,4.8
"made","DeJuan Blair",22.9,4.5,2,22.9,4.5
"made","Russell Westbrook",25.1,87.9,1,24.9,6.09999999999999
"made","Tony Parker",16.4,21,18,16.4,21
"made","DeJuan Blair",24.4,6.2,1,24.4,6.2
"made","Kevin Durant",23.2,88.9,2,26.8,5.09999999999999
"made","Russell Westbrook",20.7,70.7,19,29.3,23.3
"made","Tony Parker",39.1,21.8,22,39.1,21.8
"made","Russell Westbrook",26,88.9,1,24,5.09999999999999
"made","Kawhi Leonard",47.6,5,23,47.6,5
"made","Russell Westbrook",37.9,88.1,13,12.1,5.90000000000001
"made","Tim Duncan",24.4,5.7,1,24.4,5.7
"made","Tony Parker",23.2,4.7,2,23.2,4.7
"made","Gary Neal",41.4,23.4,25,41.4,23.4
"made","James Harden",28.9,64.9,24,21.1,29.1
"made","Gary Neal",24.8,8.7,4,24.8,8.7
"made","James Harden",22.9,89.3,2,27.1,4.7
"made","Danny Green",28.8,29.2,24,28.8,29.2
"made","Matt Bonner",2,5.4,23,2,5.4
"made","James Anderson",5.8,17.1,23,5.8,17.1
"made","Kevin Durant",25.9,71.1,18,24.1,22.9
"made","DeJuan Blair",25,5.1,0,25,5.1
"made","Royal Ivey",47.6,88.7,23,2.4,5.3
"made","Danny Green",25.4,11.4,6,25.4,11.4
"made","DeJuan Blair",23.3,5.4,2,23.3,5.4
"made","Russell Westbrook",15,66.6,25,35,27.4
"made","Russell Westbrook",24.6,89.2,0,25.4,4.8
"made","Nick Collison",25.1,88.9,0,24.9,5.09999999999999
"made","Tony Parker",40.8,11.9,17,40.8,11.9
"made","Danny Green",2.8,8.3,22,2.8,8.3
"made","DeJuan Blair",23.8,4.2,1,23.8,4.2
"made","Kawhi Leonard",25,4.8,0,25,4.8
"made","Tony Parker",24.8,5,0,24.8,5
"made","DeJuan Blair",25.5,11.9,7,25.5,11.9
"made","James Harden",6.8,81,20,43.2,13
"made","Serge Ibaka",24.3,87.9,1,25.7,6.09999999999999
"made","DeJuan Blair",28.7,8,5,28.7,8
"made","Serge Ibaka",37.7,75.8,18,12.3,18.2
"made","James Harden",10,70.4,24,40,23.6
"made","Danny Green",3.3,16.6,25,3.3,16.6
"made","Thabo Sefolosha",25.4,88.7,0,24.6,5.3
"made","Kawhi Leonard",41.3,23.1,24,41.3,23.1
"made","Russell Westbrook",30,70.7,19,20,23.3
"made","Kevin Durant",13.8,67.6,24,36.2,26.4
"made","DeJuan Blair",25,5.6,1,25,5.6
"made","Serge Ibaka",9.5,84.8,16,40.5,9.2
"made","Thabo Sefolosha",6,73.1,25,44,20.9
"made","DeJuan Blair",22.7,5.1,2,22.7,5.1
"made","Tony Parker",18,16.9,14,18,16.9
"made","Serge Ibaka",41,86.5,16,9,7.5
"made","Tim Duncan",39.4,8.7,15,39.4,8.7
"made","Kevin Durant",8.7,87.8,16,41.3,6.2
"made","Tony Parker",18.9,5.9,6,18.9,5.9
"made","Kawhi Leonard",26,5.7,1,26,5.7
"made","Russell Westbrook",30.4,72.3,18,19.6,21.7
"made","James Anderson",23.3,4.7,2,23.3,4.7
"made","Russell Westbrook",18.8,73.6,17,31.2,20.4
"made","James Harden",24,88.6,1,26,5.40000000000001
"made","Gary Neal",21.1,12.4,8,21.1,12.4
"made","Russell Westbrook",25,78.8,10,25,15.2
"made","Tony Parker",26.3,4.7,1,26.3,4.7
"made","Russell Westbrook",26.5,87.8,2,23.5,6.2
"made","James Harden",14.4,66.6,25,35.6,27.4
"made","Royal Ivey",7.5,71.8,25,42.5,22.2
"made","Kevin Durant",19,74.4,16,31,19.6
"made","Danny Green",3.9,5.1,21,3.9,5.1
"made","Danny Green",47.1,9.7,23,47.1,9.7
"made","Kevin Durant",18.2,89.6,7,31.8,4.40000000000001
"made","Kevin Durant",26.8,89,2,23.2,5
"made","James Harden",25,89.3,0,25,4.7
"made","Danny Green",21.6,29.4,25,21.6,29.4
"made","James Harden",24.3,88.9,1,25.7,5.09999999999999
"made","Tony Parker",17.7,22.6,19,17.7,22.6
"made","Russell Westbrook",18.3,83.7,9,31.7,10.3
"made","Tony Parker",38,16,17,38,16
"made","Russell Westbrook",18,81.5,10,32,12.5
"made","Tim Duncan",22.6,5,2,22.6,5
"made","Kevin Durant",45.7,75,25,4.3,19
"made","Tim Duncan",28.7,5,4,28.7,5
"made","Danny Green",24.4,5.4,1,24.4,5.4
"made","Marcin Gortat",26.3,88.4,1,23.7,5.59999999999999
"made","Rodney Stuckey",24.3,5.4,1,24.3,5.4
"made","Jared Dudley",32.7,86.2,8,17.3,7.8
"made","Jared Dudley",48.1,88.3,23,1.9,5.7
"made","Tayshaun Prince",24.3,6.4,2,24.3,6.4
"made","Tayshaun Prince",40.3,5.1,15,40.3,5.1
"made","Channing Frye",29.2,86.7,5,20.8,7.3
"made","Jason Maxiell",40.8,11.1,17,40.8,11.1
"made","Jared Dudley",1.5,90.6,24,48.5,3.40000000000001
"made","Brandon Knight",1.7,2.9,23,1.7,2.9
"made","Grant Hill",10,78.9,18,40,15.1
"made","Brandon Knight",1.6,14.4,25,1.6,14.4
"made","Brandon Knight",41.4,15.1,19,41.4,15.1
"made","Brandon Knight",17.7,24.5,21,17.7,24.5
"made","Steve Nash",25.7,89.2,1,24.3,4.8
"made","Marcin Gortat",25.2,89,0,24.8,5
"made","Rodney Stuckey",17.3,8.3,8,17.3,8.3
"made","Marcin Gortat",26.2,88.6,1,23.8,5.40000000000001
"made","Jared Dudley",27.8,89,3,22.2,5
"made","Rodney Stuckey",2.4,24.4,30,2.4,24.4
"made","Markieff Morris",17.2,74.5,16,32.8,19.5
"made","Grant Hill",25.7,90,1,24.3,4
"made","Robin Lopez",25.1,88.9,0,24.9,5.09999999999999
"made","Tayshaun Prince",8.2,18.2,21,8.2,18.2
"made","Ben Gordon",24.9,5.1,0,24.9,5.1
"made","Markieff Morris",28.4,85.9,5,21.6,8.09999999999999
"made","Michael Redd",25.4,73.7,15,24.6,20.3
"made","Ben Wallace",27.4,13.3,9,27.4,13.3
"made","Michael Redd",40.2,69.8,24,9.8,24.2
"made","Rodney Stuckey",22.2,13.3,9,22.2,13.3
"made","Jonas Jerebko",24.4,5.7,1,24.4,5.7
"made","Rodney Stuckey",31.4,8.9,7,31.4,8.9
"made","Michael Redd",22.7,89.3,2,27.3,4.7
"made","Damien Wilkins",25,4.7,0,25,4.7
"made","Michael Redd",4.3,75.2,25,45.7,18.8
"made","Jared Dudley",25.4,81.6,7,24.6,12.4
"made","Rodney Stuckey",44.1,6.2,19,44.1,6.2
"made","Jonas Jerebko",42.2,5,17,42.2,5
"made","Marcin Gortat",23.2,81.3,8,26.8,12.7
"made","Jonas Jerebko",17.2,8.7,9,17.2,8.7
"made","Tayshaun Prince",26.6,5.3,2,26.6,5.3
"made","Channing Frye",8.6,70,25,41.4,24
"made","Brandon Knight",43.8,21.7,25,43.8,21.7
"made","Jared Dudley",12.7,68.5,24,37.3,25.5
"made","Jonas Jerebko",1.6,5,23,1.6,5
"made","Marcin Gortat",22.9,84,5,27.1,10
"made","Greg Monroe",26.6,6.4,2,26.6,6.4
"made","Grant Hill",12,75.5,19,38,18.5
"made","Jason Maxiell",19.2,16.6,13,19.2,16.6
"made","Marcin Gortat",25.9,89.2,1,24.1,4.8
"made","Jason Maxiell",24.4,5.7,1,24.4,5.7
"made","Greg Monroe",25,6.2,1,25,6.2
"made","Grant Hill",34.5,75.3,17,15.5,18.7
"made","Tayshaun Prince",38.9,4.8,14,38.9,4.8
"made","Marcin Gortat",26.2,83.4,6,23.8,10.6
"made","Jason Maxiell",25.8,18.2,13,25.8,18.2
"made","Grant Hill",8.9,80.2,18,41.1,13.8
"made","Grant Hill",41,90.3,16,9,3.7
"made","Tayshaun Prince",31.4,7.8,7,31.4,7.8
"made","Marcin Gortat",23.2,88.9,2,26.8,5.09999999999999
"made","Jared Dudley",44.2,72.5,25,5.8,21.5
"made","Greg Monroe",25.8,5.1,1,25.8,5.1
"made","Grant Hill",19.6,77.8,12,30.4,16.2
"made","Brandon Knight",2.2,2.9,23,2.2,2.9
"made","Shannon Brown",25.7,88.9,1,24.3,5.09999999999999
"made","Robin Lopez",31.5,87.5,7,18.5,6.5
"made","Robin Lopez",13.9,87.1,11,36.1,6.90000000000001
"made","Ben Wallace",23.2,5,2,23.2,5
"made","Jason Maxiell",24.9,4,1,24.9,4
"made","Robin Lopez",25.1,88.3,1,24.9,5.7
"made","Rodney Stuckey",25.2,30.7,26,25.2,30.7
"made","Shannon Brown",38.5,74.5,20,11.5,19.5
"made","Ben Gordon",2.5,14.7,25,2.5,14.7
"made","Shannon Brown",7.6,70.1,26,42.4,23.9
"made","Jason Maxiell",19.7,10.3,7,19.7,10.3
"made","Channing Frye",16.3,65.7,25,33.7,28.3
"made","Ben Wallace",30.2,4.8,5,30.2,4.8
"made","Jared Dudley",27.4,87.9,3,22.6,6.09999999999999
"made","Channing Frye",47.3,78.9,24,2.7,15.1
"made","Ben Wallace",28.2,6.4,3,28.2,6.4
"made","Ben Wallace",25.2,6.2,1,25.2,6.2
"made","Kevin Garnett",9,19.6,22,9,19.6
"made","DeMarcus Cousins",25.7,85.7,3,24.3,8.3
"made","Kevin Garnett",30.7,21.5,17,30.7,21.5
"made","Marcus Thornton",26.8,87.9,2,23.2,6.09999999999999
"made","Jason Thompson",33.1,85.1,9,16.9,8.90000000000001
"made","DeMarcus Cousins",24.8,87,2,25.2,7
"made","Brandon Bass",25.5,5.6,1,25.5,5.6
"made","Isaiah Thomas",23.7,88.1,2,26.3,5.90000000000001
"made","Marcus Thornton",27.1,87.9,2,22.9,6.09999999999999
"made","John Salmons",45,83.5,21,5,10.5
"made","Marcus Thornton",26.6,88.7,2,23.4,5.3
"made","Jason Thompson",29.2,70.3,19,20.8,23.7
"made","Paul Pierce",23,19,14,23,19
"made","DeMarcus Cousins",23.5,87.3,2,26.5,6.7
"made","Brandon Bass",23,6.1,2,23,6.1
"made","DeMarcus Cousins",25.9,87.3,2,24.1,6.7
"made","Paul Pierce",22.4,6.1,3,22.4,6.1
"made","Isaiah Thomas",22.3,86.8,3,27.7,7.2
"made","Donte Greene",24.3,87.6,2,25.7,6.40000000000001
"made","Donte Greene",46.8,77.1,25,3.2,16.9
"made","Mickael Pietrus",47.3,6.4,22,47.3,6.4
"made","Kevin Garnett",27.1,23.6,19,27.1,23.6
"made","Jason Thompson",25.6,87.1,2,24.4,6.90000000000001
"made","Mickael Pietrus",13.9,24.4,22,13.9,24.4
"made","Ray Allen",23,6.7,3,23,6.7
"made","Travis Outlaw",45,84.8,20,5,9.2
"made","Ray Allen",11.5,25.9,25,11.5,25.9
"made","Paul Pierce",26.8,6.9,3,26.8,6.9
"made","Marcus Thornton",25.2,84,5,24.8,10
"made","Ray Allen",47.6,5.4,23,47.6,5.4
"made","Travis Outlaw",25.1,64.4,25,24.9,29.6
"made","Marcus Thornton",26.3,88.4,1,23.7,5.59999999999999
"made","Jimmer Fredette",42.6,68.7,27,7.4,25.3
"made","Jason Thompson",24.8,87.1,2,25.2,6.90000000000001
"made","John Salmons",10.8,77.5,18,39.2,16.5
"made","Rajon Rondo",26.9,5.7,2,26.9,5.7
"made","Paul Pierce",26.1,6.4,2,26.1,6.4
"made","Brandon Bass",24.8,5.9,1,24.8,5.9
"made","John Salmons",24.4,89,1,25.6,5
"made","Ray Allen",47.9,8,23,47.9,8
"made","Jason Thompson",9.7,80.4,18,40.3,13.6
"made","Isaiah Thomas",17.2,82.3,10,32.8,11.7
"made","DeMarcus Cousins",24,87.9,1,26,6.09999999999999
"made","Isaiah Thomas",25,87.5,2,25,6.5
"made","Isaiah Thomas",5.7,73.4,25,44.3,20.6
"made","DeMarcus Cousins",26.7,87.9,2,23.3,6.09999999999999
"made","Marcus Thornton",14.4,70,22,35.6,24
"made","Brandon Bass",22.4,6.1,3,22.4,6.1
"made","Kevin Garnett",6.3,11,20,6.3,11
"made","Kevin Garnett",26.9,6.4,2,26.9,6.4
"made","Brandon Bass",42.4,5.9,17,42.4,5.9
"made","Brandon Bass",25.8,6.1,1,25.8,6.1
"made","Jason Thompson",25.2,70.1,19,24.8,23.9
"made","Rajon Rondo",21.4,5.6,4,21.4,5.6
"made","Jason Thompson",25.1,83.2,6,24.9,10.8
"made","Jason Thompson",24.6,88.6,1,25.4,5.40000000000001
"made","Brandon Bass",26.1,6.4,2,26.1,6.4
"made","Marcus Thornton",27,84.6,5,23,9.40000000000001
"made","Ray Allen",17.3,8.6,8,17.3,8.6
"made","Marcus Thornton",4.1,76.9,24,45.9,17.1
"made","Marcus Thornton",4.3,75.6,25,45.7,18.4
"made","DeMarcus Cousins",28.2,87.6,3,21.8,6.40000000000001
"made","Paul Pierce",24.6,6.5,2,24.6,6.5
"made","Mickael Pietrus",27.6,7.5,4,27.6,7.5
"made","Marcus Thornton",5.6,74.7,24,44.4,19.3
"made","Ray Allen",6,21.5,25,6,21.5
"made","Ray Allen",26,5.9,1,26,5.9
"made","Ray Allen",39.9,24.2,24,39.9,24.2
"made","DeMarcus Cousins",16.6,84,10,33.4,10
"made","Ray Allen",21.9,7.3,4,21.9,7.3
"made","Marcus Thornton",6.7,73,24,43.3,21
"made","Marcus Thornton",7.5,71.8,25,42.5,22.2
"made","Marcus Thornton",26.5,89,2,23.5,5
"made","Avery Bradley",22.4,6.5,3,22.4,6.5
"made","Jason Thompson",26.2,69,20,23.8,25
"made","Avery Bradley",23.5,6.1,2,23.5,6.1
"made","DeMarcus Cousins",24,87.6,2,26,6.40000000000001
"made","Sasha Pavlovic",24,7.6,3,24,7.6
"made","JaJuan Johnson",22.9,6.1,2,22.9,6.1
"made","Tyler Honeycutt",6.7,88.7,18,43.3,5.3
"made","Travis Outlaw",26.5,87.5,2,23.5,6.5
"made","Marquis Daniels",23.7,6.5,2,23.7,6.5
"made","Pau Gasol",21.6,80.7,9,28.4,13.3
"made","Pau Gasol",25.3,88.7,0,24.7,5.3
"made","Kevin Love",26.8,13.8,9,26.8,13.8
"made","Kobe Bryant",26.7,88.7,2,23.3,5.3
"made","Pau Gasol",28.2,81.6,8,21.8,12.4
"made","Martell Webster",6.9,22.5,25,6.9,22.5
"made","Kevin Love",22.7,5.7,2,22.7,5.7
"made","Kobe Bryant",22.6,63,26,27.4,31
"made","Kevin Love",38.3,26.6,25,38.3,26.6
"made","Metta World Peace",9.7,68.7,25,40.3,25.3
"made","Nikola Pekovic",24.1,9.8,5,24.1,9.8
"made","Ramon Sessions",29.2,84.9,6,20.8,9.09999999999999
"made","Matt Barnes",21.3,87.8,4,28.7,6.2
"made","Wayne Ellington",41.6,6.4,17,41.6,6.4
"made","Kobe Bryant",18,63.5,26,32,30.5
"made","Kevin Love",28,9.5,5,28,9.5
"made","Derrick Williams",23.8,5.7,1,23.8,5.7
"made","Troy Murphy",15.5,66,25,34.5,28
"made","Ramon Sessions",26.3,87,2,23.7,7
"made","Jose Juan Barea",26.1,6.4,2,26.1,6.4
"made","Matt Barnes",8.7,70.7,25,41.3,23.3
"made","Andrew Bynum",33.1,88.3,8,16.9,5.7
"made","Ramon Sessions",23.1,89.9,2,26.9,4.09999999999999
"made","Nikola Pekovic",25,6.9,2,25,6.9
"made","Matt Barnes",13.3,66.6,25,36.7,27.4
"made","Jose Juan Barea",30.2,11.7,8,30.2,11.7
"made","Josh McRoberts",26.2,88.4,1,23.8,5.59999999999999
"made","Matt Barnes",6.3,89.8,19,43.7,4.2
"made","Nikola Pekovic",21.8,6.7,4,21.8,6.7
"made","Nikola Pekovic",23.2,6.7,2,23.2,6.7
"made","Josh McRoberts",25.4,88.7,0,24.6,5.3
"made","Martell Webster",23,6.4,2,23,6.4
"made","Pau Gasol",32.2,78.3,13,17.8,15.7
"made","Nikola Pekovic",26.1,7.8,3,26.1,7.8
"made","Kobe Bryant",23.2,87.8,2,26.8,6.2
"made","Kevin Love",39.7,14.3,17,39.7,14.3
"made","Kevin Love",43.2,23.1,26,43.2,23.1
"made","Kevin Love",25.6,5,1,25.6,5
"made","Wesley Johnson",45.7,7.2,21,45.7,7.2
"made","Pau Gasol",21,80.4,9,29,13.6
"made","Metta World Peace",23.5,87.9,2,26.5,6.09999999999999
"made","Pau Gasol",34.9,73.4,18,15.1,20.6
"made","Kevin Love",8.8,17.9,21,8.8,17.9
"made","Kevin Love",25.2,5.7,1,25.2,5.7
"made","Kobe Bryant",43.7,72.3,25,6.3,21.7
"made","Andrew Bynum",24.8,88.7,0,25.2,5.3
"made","Luke Ridnour",40,16.9,19,40,16.9
"made","Luke Ridnour",26.6,5.4,2,26.6,5.4
"made","Luke Ridnour",12,13.5,16,12,13.5
"made","Kobe Bryant",34.1,63.8,27,15.9,30.2
"made","Kobe Bryant",48.3,87.8,23,1.7,6.2
"made","Martell Webster",24.4,6.9,2,24.4,6.9
"made","Derrick Williams",24.1,5.6,1,24.1,5.6
"made","Matt Barnes",27.1,87.6,3,22.9,6.40000000000001
"made","Jose Juan Barea",27.1,6.4,3,27.1,6.4
"made","Andrew Bynum",15.8,89.2,9,34.2,4.8
"made","Derrick Williams",27.2,5.6,2,27.2,5.6
"made","Wayne Ellington",27.4,5.7,2,27.4,5.7
"made","Matt Barnes",48.6,86.7,24,1.4,7.3
"made","Kevin Love",24.9,11.3,6,24.9,11.3
"made","Kevin Love",10.7,18.1,19,10.7,18.1
"made","Kobe Bryant",35.5,74.1,18,14.5,19.9
"made","Nikola Pekovic",25,6.5,2,25,6.5
"made","Andrew Bynum",22.9,83.5,6,27.1,10.5
"made","Luke Ridnour",37.8,22.3,22,37.8,22.3
"made","Kobe Bryant",10.9,88.7,14,39.1,5.3
"made","Martell Webster",24.3,7.2,2,24.3,7.2
"made","Luke Ridnour",39.6,16.2,18,39.6,16.2
"made","Jose Juan Barea",25.4,8.3,3,25.4,8.3
"made","Martell Webster",8,22.2,24,8,22.2
"made","Monta Ellis",31.7,17.1,14,31.7,17.1
"made","David Lee",11.4,73.7,20,38.6,20.3
"made","Luc Mbah a Moute",26.6,5.3,2,26.6,5.3
"made","Drew Gooden",31.8,16.6,13,31.8,16.6
"made","Klay Thompson",1.5,87.3,24,48.5,6.7
"made","David Lee",30.8,79.9,11,19.2,14.1
"made","Drew Gooden",32.1,6.7,7,32.1,6.7
"made","Brandon Jennings",24.9,6.4,1,24.9,6.4
"made","Andris Biedrins",24.2,88.3,1,25.8,5.7
"made","Luc Mbah a Moute",22.9,6.7,3,22.9,6.7
"made","Monta Ellis",37,21,20,37,21
"made","Luc Mbah a Moute",23.7,8,3,23.7,8
"made","Nate Robinson",17.5,63.5,27,32.5,30.5
"made","Brandon Jennings",24.8,6.1,1,24.8,6.1
"made","Luc Mbah a Moute",26.6,5.7,2,26.6,5.7
"made","Mike Dunleavy",15.8,30.2,27,15.8,30.2
"made","Carlos Delfino",24,6.5,2,24,6.5
"made","Dominic McGuire",24.6,70.1,19,25.4,23.9
"made","Klay Thompson",25.7,89.2,1,24.3,4.8
"made","Carlos Delfino",4.3,19.6,25,4.3,19.6
"made","Nate Robinson",26.2,88.4,1,23.8,5.59999999999999
"made","Beno Udrih",18.3,22.6,19,18.3,22.6
"made","Nate Robinson",20.4,73.6,16,29.6,20.4
"made","Carlos Delfino",40.5,25.6,26,40.5,25.6
"made","Dominic McGuire",24.8,89.8,1,25.2,4.2
"made","David Lee",24.3,84,5,25.7,10
"made","Drew Gooden",24.1,5.3,1,24.1,5.3
"made","David Lee",29.5,84.9,6,20.5,9.09999999999999
"made","Beno Udrih",47.9,10.2,23,47.9,10.2
"made","Luc Mbah a Moute",25.2,5.6,1,25.2,5.6
"made","Klay Thompson",1.5,89.5,24,48.5,4.5
"made","Dorell Wright",25,88.3,1,25,5.7
"made","Klay Thompson",45.3,71.4,27,4.7,22.6
"made","Monta Ellis",23.3,6.1,2,23.3,6.1
"made","Mike Dunleavy",10.4,15.1,18,10.4,15.1
"made","Brandon Jennings",26.5,5.7,2,26.5,5.7
"made","Luc Mbah a Moute",25.7,7.2,2,25.7,7.2
"made","David Lee",25.7,87.9,1,24.3,6.09999999999999
"made","Luc Mbah a Moute",25.2,8.4,3,25.2,8.4
"made","Carlos Delfino",24.6,5.9,1,24.6,5.9
"made","Drew Gooden",28,25.5,21,28,25.5
"made","Dorell Wright",16.1,64.9,26,33.9,29.1
"made","Carlos Delfino",44.3,22.2,26,44.3,22.2
"made","Klay Thompson",30.3,71.7,18,19.7,22.3
"made","Monta Ellis",10.9,8.6,15,10.9,8.6
"made","Dorell Wright",47.8,90.3,23,2.2,3.7
"made","Dorell Wright",40.9,64,30,9.1,30
"made","Drew Gooden",25.5,5,0,25.5,5
"made","David Lee",26.2,88.7,1,23.8,5.3
"made","Luc Mbah a Moute",24,6.9,2,24,6.9
"made","David Lee",24.8,87.9,1,25.2,6.09999999999999
"made","Drew Gooden",38.1,20.4,20,38.1,20.4
"made","Brandon Jennings",14,20.4,19,14,20.4
"made","David Lee",12.7,76.3,18,37.3,17.7
"made","Nate Robinson",27.9,73.6,16,22.1,20.4
"made","Monta Ellis",24.8,7.2,2,24.8,7.2
"made","Brandon Rush",46.1,72.3,27,3.9,21.7
"made","Brandon Jennings",13.9,28.6,26,13.9,28.6
"made","Luc Mbah a Moute",24,5.9,1,24,5.9
"made","Dominic McGuire",23.9,77.8,11,26.1,16.2
"made","Mike Dunleavy",8,26.6,27,8,26.6
"made","Brandon Rush",24.3,88.9,1,25.7,5.09999999999999
"made","Klay Thompson",36.9,87.6,12,13.1,6.40000000000001
"made","Dominic McGuire",25.6,89,1,24.4,5
"made","Monta Ellis",24.6,9.7,5,24.6,9.7
"made","Carlos Delfino",25,5.9,1,25,5.9
"made","Nate Robinson",41.6,74.2,22,8.4,19.8
"made","Mike Dunleavy",39.4,20.3,21,39.4,20.3
"made","Dominic McGuire",10.4,86.2,15,39.6,7.8
"made","Mike Dunleavy",26,6.1,1,26,6.1
"made","Luc Mbah a Moute",25.2,6.5,2,25.2,6.5
"made","Mike Dunleavy",42.7,23.9,26,42.7,23.9
"made","Dorell Wright",42.9,69.3,27,7.1,24.7
"made","David Lee",26.5,78,11,23.5,16
"made","Mike Dunleavy",39.2,28.1,27,39.2,28.1
"made","Brandon Jennings",24.6,5.1,0,24.6,5.1
"made","Jon Leuer",40.2,6.7,15,40.2,6.7
"made","Tobias Harris",4.7,22.9,27,4.7,22.9
"made","Jeremy Tyler",26.7,86.5,3,23.3,7.5
"made","Brandon Rush",23.5,61.6,27,26.5,32.4
"made","Luis Scola",21.3,13.2,9,21.3,13.2
"made","DeAndre Jordan",24.6,87,2,25.4,7
"made","Caron Butler",24,88.1,1,26,5.90000000000001
"made","Randy Foye",26.8,85.7,4,23.2,8.3
"made","Samuel Dalembert",25.2,6.7,2,25.2,6.7
"made","Blake Griffin",22.6,86.7,3,27.4,7.3
"made","Caron Butler",25.9,87.1,2,24.1,6.90000000000001
"made","Chase Budinger",1.3,11.9,25,1.3,11.9
"made","Blake Griffin",23.7,68.5,21,26.3,25.5
"made","Chase Budinger",24.8,7.5,3,24.8,7.5
"made","Blake Griffin",11.7,75.9,19,38.3,18.1
"made","Courtney Lee",48.1,5.3,23,48.1,5.3
"made","Courtney Lee",25.8,6.4,2,25.8,6.4
"made","Courtney Lee",1.6,4.7,23,1.6,4.7
"made","Courtney Lee",24.4,7.5,3,24.4,7.5
"made","Marcus Morris",24,7,2,24,7
"made","Kenyon Martin",26.2,88.1,2,23.8,5.90000000000001
"made","Chase Budinger",0.9,6.7,24,0.9,6.7
"made","Kenyon Martin",14.9,63.2,28,35.1,30.8
"made","Chase Budinger",24.8,7,2,24.8,7
"made","Goran Dragic",23.7,7.6,3,23.7,7.6
"made","Goran Dragic",24.6,6.5,2,24.6,6.5
"made","Chase Budinger",38.1,19.2,19,38.1,19.2
"made","Mo Williams",26.5,81.9,7,23.5,12.1
"made","Samuel Dalembert",22.1,7.5,4,22.1,7.5
"made","Randy Foye",31.7,82.3,9,18.3,11.7
"made","Patrick Patterson",25,19.3,14,25,19.3
"made","Randy Foye",40.4,65.7,28,9.6,28.3
"made","Randy Foye",25,82.9,6,25,11.1
"made","Mo Williams",25.6,84.3,5,24.4,9.7
"made","Blake Griffin",27.4,86.8,3,22.6,7.2
"made","Courtney Lee",31.2,16.5,13,31.2,16.5
"made","Patrick Patterson",18,10.5,9,18,10.5
"made","Chris Paul",9.2,76.6,20,40.8,17.4
"made","Luis Scola",20.5,22.5,18,20.5,22.5
"made","Samuel Dalembert",29.9,9.1,6,29.9,9.1
"made","Luis Scola",25,8,3,25,8
"made","Chris Paul",25.6,86.2,3,24.4,7.8
"made","Randy Foye",24.6,86.5,3,25.4,7.5
"made","Blake Griffin",24.3,86,3,25.7,8
"made","Samuel Dalembert",26.9,7.2,3,26.9,7.2
"made","Blake Griffin",26.7,87.6,2,23.3,6.40000000000001
"made","Courtney Lee",44.3,22.6,26,44.3,22.6
"made","Caron Butler",23.7,86.7,3,26.3,7.3
"made","Caron Butler",47,77.4,25,3,16.6
"made","Chris Paul",20.4,83.8,7,29.6,10.2
"made","Blake Griffin",23.7,87,2,26.3,7
"made","Chase Budinger",24,6.1,1,24,6.1
"made","Chris Paul",10.3,68.2,25,39.7,25.8
"made","Courtney Lee",26.9,6.9,3,26.9,6.9
"made","Mo Williams",28.4,81,9,21.6,13
"made","Luis Scola",20,9.4,7,20,9.4
"made","Mo Williams",9,69.5,25,41,24.5
"made","Courtney Lee",38.9,28.1,27,38.9,28.1
"made","Mo Williams",26.3,84,5,23.7,10
"made","Goran Dragic",25,8.6,4,25,8.6
"made","Goran Dragic",19.4,13.2,10,19.4,13.2
"made","Bobby Simmons",1.3,84.3,24,48.7,9.7
"made","Patrick Patterson",26.5,11.4,7,26.5,11.4
"made","Chase Budinger",34,14.1,13,34,14.1
"made","Kenyon Martin",24,86.7,3,26,7.3
"made","Chase Budinger",13.9,24.2,22,13.9,24.2
"made","Randy Foye",41,81.3,18,9,12.7
"made","Patrick Patterson",14.8,9.7,11,14.8,9.7
"made","DeAndre Jordan",25.9,86.8,2,24.1,7.2
"made","Courtney Lee",31.8,16.9,14,31.8,16.9
"made","Patrick Patterson",14.5,5.7,11,14.5,5.7
"made","Chris Paul",28.7,73,16,21.3,21
"made","Chris Paul",24.8,79.3,10,25.2,14.7
"made","Chris Paul",25.1,85.9,3,24.9,8.09999999999999
"made","Aaron Gray",25.5,5.9,1,25.5,5.9
"made","DeMar DeRozan",26.5,17.1,12,26.5,17.1
"made","Gerald Henderson",26,87.5,2,24,6.5
"made","Andrea Bargnani",24.1,6.1,1,24.1,6.1
"made","Jerryd Bayless",47.4,6.4,22,47.4,6.4
"made","Andrea Bargnani",26.8,21.8,17,26.8,21.8
"made","Gerald Henderson",25.2,87.8,1,24.8,6.2
"made","Aaron Gray",25,10.5,6,25,10.5
"made","Bismack Biyombo",24.1,88.7,1,25.9,5.3
"made","Jerryd Bayless",15,28.1,25,15,28.1
"made","Jerryd Bayless",1.9,8.7,23,1.9,8.7
