"result","player","converted_x","converted_y","shot_distance","shot_x","shot_y"
"made","Marcus Camby",25.6,85.7,3,24.4,8.3
"made","Gerald Wallace",25,69,20,25,25
"made","Caron Butler",39.6,15.7,18,39.6,15.7
"made","Ryan Gomes",42.9,5.6,18,42.9,5.6
"made","Blake Griffin",33.7,23.9,21,33.7,23.9
"made","Kurt Thomas",13,74.2,19,37,19.8
"made","Mo Williams",7.4,21.5,24,7.4,21.5
"made","Raymond Felton",25.1,88.9,0,24.9,5.09999999999999
"made","Mo Williams",9.1,4.7,16,9.1,4.7
"made","Mo Williams",12.6,19.6,19,12.6,19.6
"made","Wesley Matthews",20.4,74.7,15,29.6,19.3
"made","Nicolas Batum",19.8,85.3,6,30.2,8.7
"made","Gerald Wallace",24.8,88.7,0,25.2,5.3
"made","Reggie Evans",24.6,5.6,1,24.6,5.6
"made","Wesley Matthews",12.7,78.8,16,37.3,15.2
"made","Randy Foye",22.4,6.9,3,22.4,6.9
"made","Wesley Matthews",12.8,88.1,12,37.2,5.90000000000001
"made","Caron Butler",32,13.3,11,32,13.3
"made","Chauncey Billups",18,16.6,14,18,16.6
"made","Blake Griffin",27.4,5.4,2,27.4,5.4
"made","Mo Williams",31.4,23.7,20,31.4,23.7
"made","LaMarcus Aldridge",23.9,88.6,1,26.1,5.40000000000001
"made","Nicolas Batum",24.1,87.8,2,25.9,6.2
"made","LaMarcus Aldridge",24.2,88.9,1,25.8,5.09999999999999
"made","Mo Williams",24.8,5.3,0,24.8,5.3
"made","LaMarcus Aldridge",24,88.9,1,26,5.09999999999999
"made","Chauncey Billups",6.1,21.5,25,6.1,21.5
"made","Raymond Felton",24.8,88.7,0,25.2,5.3
"made","Marcus Camby",25.1,88.6,0,24.9,5.40000000000001
"made","Marcus Camby",25.2,88.4,1,24.8,5.59999999999999
"made","Chris Paul",28.5,29.7,25,28.5,29.7
"made","LaMarcus Aldridge",34.9,72.3,19,15.1,21.7
"made","Blake Griffin",40.8,20.9,22,40.8,20.9
"made","LaMarcus Aldridge",12.5,73.1,20,37.5,20.9
"made","Blake Griffin",38,21.5,21,38,21.5
"made","LaMarcus Aldridge",37.4,75.2,19,12.6,18.8
"made","Chris Paul",15.9,23.3,20,15.9,23.3
"made","Blake Griffin",14,21.8,20,14,21.8
"made","Caron Butler",5.8,4.8,19,5.8,4.8
"made","Gerald Wallace",13.4,67,25,36.6,27
"made","Caron Butler",38.6,25.9,25,38.6,25.9
"made","LaMarcus Aldridge",11.6,73.7,20,38.4,20.3
"made","Blake Griffin",25.8,5.6,1,25.8,5.6
"made","Jamal Crawford",47.5,87.3,23,2.5,6.7
"made","Raymond Felton",24.3,89.8,1,25.7,4.2
"made","Mo Williams",31.7,26.3,22,31.7,26.3
"made","Caron Butler",24.3,5.6,1,24.3,5.6
"made","Gerald Wallace",22.4,88.7,3,27.6,5.3
"made","Ryan Gomes",25.2,19.3,14,25.2,19.3
"made","Jamal Crawford",26.3,87.6,2,23.7,6.40000000000001
"made","Caron Butler",24.8,13.9,9,24.8,13.9
"made","Blake Griffin",33.6,7.2,9,33.6,7.2
"made","Chauncey Billups",13.2,26.6,25,13.2,26.6
"made","Raymond Felton",24.3,63.8,25,25.7,30.2
"made","Blake Griffin",25,5.9,1,25,5.9
"made","Marcus Camby",25.6,88.6,1,24.4,5.40000000000001
"made","Blake Griffin",24.8,5.6,1,24.8,5.6
"made","LaMarcus Aldridge",22.9,88.4,2,27.1,5.59999999999999
"made","Wesley Matthews",24.2,88.4,1,25.8,5.59999999999999
"made","Chris Paul",20.3,6.4,5,20.3,6.4
"made","Gerald Wallace",47.3,88.3,22,2.7,5.7
"made","Chris Paul",24.3,5.1,1,24.3,5.1
"made","Chauncey Billups",33.1,18.5,16,33.1,18.5
"made","Kobe Bryant",24.3,72,17,25.7,22
"made","Marcin Gortat",38.1,5,13,38.1,5
"made","Steve Nash",34.2,20.3,18,34.2,20.3
"made","Kobe Bryant",16.3,86.8,9,33.7,7.2
"made","Steve Nash",19.7,13.9,10,19.7,13.9
"made","Steve Nash",25,7.5,2,25,7.5
"made","Derek Fisher",38.6,85.1,14,11.4,8.90000000000001
"made","Pau Gasol",25,87,2,25,7
"made","Channing Frye",14.5,29.6,27,14.5,29.6
"made","Andrew Bynum",20.1,84.9,6,29.9,9.09999999999999
"made","Channing Frye",12,23.1,22,12,23.1
"made","Channing Frye",37.8,29.6,28,37.8,29.6
"made","Marcin Gortat",24,8.6,4,24,8.6
"made","Kobe Bryant",15.7,87.6,9,34.3,6.40000000000001
"made","Kobe Bryant",40.7,86.5,16,9.3,7.5
"made","Kobe Bryant",31.5,70.6,20,18.5,23.4
"made","Metta World Peace",42.1,85.9,17,7.9,8.09999999999999
"made","Kobe Bryant",34.9,87.5,10,15.1,6.5
"made","Kobe Bryant",34.9,88.1,10,15.1,5.90000000000001
"made","Kobe Bryant",7.3,82.4,19,42.7,11.6
"made","Hakim Warrick",25.5,13,8,25.5,13
"made","Steve Blake",48.7,90,24,1.3,4
"made","Andrew Bynum",30.9,88.3,6,19.1,5.7
"made","Ronnie Price",22.7,6.9,3,22.7,6.9
"made","Andrew Bynum",27.4,85.9,4,22.6,8.09999999999999
"made","Luke Walton",27.3,86.5,3,22.7,7.5
"made","Shannon Brown",23.8,5.6,1,23.8,5.6
"made","Ronnie Price",25.8,31.9,27,25.8,31.9
"made","Marcin Gortat",25.4,5.7,1,25.4,5.7
"made","Channing Frye",14.2,25.5,23,14.2,25.5
"made","Kobe Bryant",35.2,70.3,21,14.8,23.7
"made","Channing Frye",23.3,6.7,2,23.3,6.7
"made","Jared Dudley",24.8,6.7,2,24.8,6.7
"made","Pau Gasol",10.8,76.1,19,39.2,17.9
"made","Marcin Gortat",25,11.6,7,25,11.6
"made","Pau Gasol",24.5,84.5,5,25.5,9.5
"made","Kobe Bryant",42.9,89.5,18,7.1,4.5
"made","Jared Dudley",0.6,10.2,25,0.6,10.2
"made","Steve Nash",19.4,18.8,15,19.4,18.8
"made","Kobe Bryant",17.7,68.1,22,32.3,25.9
"made","Steve Nash",15.1,29.2,26,15.1,29.2
"made","Andrew Bynum",25.4,86.7,2,24.6,7.3
"made","Pau Gasol",23.7,87.5,2,26.3,6.5
"made","Steve Nash",37.2,14.6,16,37.2,14.6
"made","Marcin Gortat",44.8,6.7,20,44.8,6.7
"made","Derek Fisher",1.5,79.1,26,48.5,14.9
"made","Marcin Gortat",24.1,16.3,11,24.1,16.3
"made","Matt Barnes",27.4,87.8,3,22.6,6.2
"made","Marcin Gortat",32,21,17,32,21
"made","Hakim Warrick",25,6.7,2,25,6.7
"made","Luke Walton",21.3,67.3,22,28.7,26.7
"made","Pau Gasol",25.9,86,3,24.1,8
"made","Hakim Warrick",26,23.3,18,26,23.3
"made","Grant Hill",24,7,2,24,7
"made","Kobe Bryant",24.3,86.5,3,25.7,7.5
"made","Hakim Warrick",24.6,10.2,5,24.6,10.2
"made","Shannon Brown",23.3,8,3,23.3,8
"made","Shannon Brown",25,10.8,6,25,10.8
"made","Metta World Peace",35.2,85.9,11,14.8,8.09999999999999
"made","Shannon Brown",18.3,7.6,7,18.3,7.6
"made","Luke Walton",25.4,87.1,2,24.6,6.90000000000001
"made","Kobe Bryant",40.2,78.9,18,9.8,15.1
"made","Channing Frye",21,14.6,10,21,14.6
"made","Matt Barnes",34.1,87.5,9,15.9,6.5
"made","Shannon Brown",47.6,20.1,27,47.6,20.1
"made","Pau Gasol",17.4,74.2,17,32.6,19.8
"made","Channing Frye",12.6,28.8,27,12.6,28.8
"made","Kobe Bryant",19.4,85.4,7,30.6,8.59999999999999
"made","Pau Gasol",25.2,71.1,18,24.8,22.9
"made","Kobe Bryant",25.6,86.5,3,24.4,7.5
"made","Kobe Bryant",24.5,87.3,2,25.5,6.7
"made","Kobe Bryant",28.1,77.5,12,21.9,16.5
"made","Kobe Bryant",12.5,89,12,37.5,5
"made","LeBron James",24.9,5.1,0,24.9,5.1
"made","Dwyane Wade",25.5,6.7,2,25.5,6.7
"made","Kwame Brown",22.9,85.7,4,27.1,8.3
"made","LeBron James",24.9,5.1,0,24.9,5.1
"made","David Lee",23.5,87,2,26.5,7
"made","Monta Ellis",13.4,71.4,21,36.6,22.6
"made","Monta Ellis",38.5,75.2,19,11.5,18.8
"made","Charles Jenkins",25.7,85.1,4,24.3,8.90000000000001
"made","Dorell Wright",1.1,84.6,24,48.9,9.40000000000001
"made","Monta Ellis",1.8,86.5,23,48.2,7.5
"made","Dwyane Wade",25,6.9,2,25,6.9
"made","LeBron James",24.3,5,1,24.3,5
"made","David Lee",24.6,87.1,2,25.4,6.90000000000001
"made","Mario Chalmers",9.6,6.1,15,9.6,6.1
"made","David Lee",43.5,86.7,19,6.5,7.3
"made","Dorell Wright",42.9,70,26,7.1,24
"made","Norris Cole",23.5,7.5,3,23.5,7.5
"made","Dorell Wright",1.3,86.4,24,48.7,7.59999999999999
"made","LeBron James",24.3,5.9,1,24.3,5.9
"made","Klay Thompson",26,87.9,1,24,6.09999999999999
"made","Norris Cole",26.9,5.7,2,26.9,5.7
"made","Brandon Rush",24.2,89,1,25.8,5
"made","Dwyane Wade",23.2,7.2,3,23.2,7.2
"made","Dwyane Wade",25.2,8.4,3,25.2,8.4
"made","Klay Thompson",25.7,76.4,13,24.3,17.6
"made","Chris Bosh",38.9,4.4,14,38.9,4.4
"made","David Lee",40.5,88.4,16,9.5,5.59999999999999
"made","Dwyane Wade",14,11.1,13,14,11.1
"made","David Lee",32.2,84.8,8,17.8,9.2
"made","Dwyane Wade",9.5,19.2,21,9.5,19.2
"made","Monta Ellis",25.7,87,2,24.3,7
"made","LeBron James",25,5.4,0,25,5.4
"made","LeBron James",26.5,3.9,2,26.5,3.9
"made","Kwame Brown",25.9,88.1,1,24.1,5.90000000000001
"made","Joel Anthony",24.8,5.4,0,24.8,5.4
"made","David Lee",25.4,87.6,1,24.6,6.40000000000001
"made","Udonis Haslem",37.2,5.1,12,37.2,5.1
"made","Norris Cole",24.4,5.1,1,24.4,5.1
"made","Monta Ellis",24.5,88.4,1,25.5,5.59999999999999
"made","Mario Chalmers",25,5.7,1,25,5.7
"made","Kwame Brown",25.4,88.4,1,24.6,5.59999999999999
"made","Chris Bosh",25.2,6.2,1,25.2,6.2
"made","Chris Wright",22.4,84.3,5,27.6,9.7
"made","Dwyane Wade",43.7,6.4,19,43.7,6.4
"made","Dwyane Wade",18.6,16.6,13,18.6,16.6
"made","Chris Bosh",26.5,5,2,26.5,5
"made","Mario Chalmers",25,6.9,2,25,6.9
"made","Chris Bosh",25.2,10,5,25.2,10
"made","Dwyane Wade",26.3,6.1,2,26.3,6.1
"made","Mario Chalmers",44.1,24,27,44.1,24
"made","LeBron James",24.6,6.5,2,24.6,6.5
"made","Mario Chalmers",44.6,21.2,25,44.6,21.2
"made","David Lee",24.8,88.3,1,25.2,5.7
"made","LeBron James",22.9,26.1,21,22.9,26.1
"made","LeBron James",32.5,24.8,21,32.5,24.8
"made","Brandon Rush",24.6,88.4,1,25.4,5.59999999999999
"made","Monta Ellis",26.8,88.7,2,23.2,5.3
"made","Nate Robinson",25.7,62.2,27,24.3,31.8
"made","Dwyane Wade",37.3,7.8,13,37.3,7.8
"made","Monta Ellis",25.7,88.9,1,24.3,5.09999999999999
"made","David Lee",24.5,89.3,1,25.5,4.7
"made","Monta Ellis",26.7,87.1,3,23.3,6.90000000000001
"made","Udonis Haslem",26,4.8,1,26,4.8
"made","Nate Robinson",25,87.6,1,25,6.40000000000001
"made","Nate Robinson",25.7,63,26,24.3,31
"made","Nate Robinson",26,87.8,2,24,6.2
"made","Dorell Wright",7.6,69.3,26,42.4,24.7
"made","LeBron James",26.5,6.2,2,26.5,6.2
"made","Dorell Wright",47.6,90.7,23,2.4,3.3
"made","Chris Bosh",27.6,8.3,4,27.6,8.3
"made","Chris Bosh",40.2,6.7,15,40.2,6.7
"made","David Lee",25,82.7,6,25,11.3
"made","Chris Bosh",37,21.2,20,37,21.2
"made","Dorell Wright",7,70.3,26,43,23.7
"made","Dorell Wright",25.4,88.1,1,24.6,5.90000000000001
"made","Dwyane Wade",24.8,10.2,5,24.8,10.2
"made","Monta Ellis",39.6,81.6,16,10.4,12.4
"made","Jose Calderon",23.7,87.9,2,26.3,6.09999999999999
"made","JJ Hickson",42.4,6.1,17,42.4,6.1
"made","Andrea Bargnani",19.1,83.8,8,30.9,10.2
"made","Jimmer Fredette",28.8,22.2,18,28.8,22.2
"made","Jimmer Fredette",25.2,30,25,25.2,30
"made","Rasual Butler",8.7,70.9,24,41.3,23.1
"made","DeMarcus Cousins",42.1,9.1,18,42.1,9.1
"made","Jose Calderon",26,87.9,1,24,6.09999999999999
"made","Tyreke Evans",21,22.5,18,21,22.5
"made","DeMarcus Cousins",41.6,8.3,17,41.6,8.3
"made","John Salmons",12.6,9.7,13,12.6,9.7
"made","Leandro Barbosa",45.3,88.6,20,4.7,5.40000000000001
"made","Leandro Barbosa",34.7,87.3,10,15.3,6.7
"made","Tyreke Evans",24.8,9.4,4,24.8,9.4
"made","Ed Davis",22.4,87.9,3,27.6,6.09999999999999
"made","Linas Kleiza",27.4,87.9,3,22.6,6.09999999999999
"made","Leandro Barbosa",25,64.1,25,25,29.9
"made","Isaiah Thomas",25.4,8.9,4,25.4,8.9
"made","Donte Greene",28,6.7,3,28,6.7
"made","Leandro Barbosa",33.6,73.9,17,16.4,20.1
"made","Tyreke Evans",23.5,5.6,2,23.5,5.6
"made","Tyreke Evans",24,5.6,1,24,5.6
"made","Amir Johnson",27,84.8,5,23,9.2
"made","Isaiah Thomas",24.9,11,6,24.9,11
"made","Leandro Barbosa",27.1,88.1,2,22.9,5.90000000000001
"made","JJ Hickson",25,6.1,1,25,6.1
"made","Leandro Barbosa",45,74.4,25,5,19.6
"made","Isaiah Thomas",20,29.1,25,20,29.1
"made","Leandro Barbosa",22.3,87.9,3,27.7,6.09999999999999
"made","Ed Davis",23.7,88.1,2,26.3,5.90000000000001
"made","John Salmons",35.6,22.6,21,35.6,22.6
"made","DeMar DeRozan",26,88.3,1,24,5.7
"made","John Salmons",25.5,5.7,1,25.5,5.7
"made","Andrea Bargnani",13.4,70.6,22,36.6,23.4
"made","Tyreke Evans",23.7,10,5,23.7,10
"made","Jose Calderon",7.3,72.8,24,42.7,21.2
"made","JJ Hickson",25.4,10.5,6,25.4,10.5
"made","Jimmer Fredette",15.6,27.8,25,15.6,27.8
"made","Amir Johnson",48,84.9,23,2,9.09999999999999
"made","Amir Johnson",28.1,86.8,4,21.9,7.2
"made","DeMar DeRozan",22.3,86.5,4,27.7,7.5
"made","Jose Calderon",23.4,88.9,2,26.6,5.09999999999999
"made","Donte Greene",1.7,6.7,23,1.7,6.7
"made","DeMarcus Cousins",24.9,5.9,1,24.9,5.9
"made","Leandro Barbosa",27.4,87.8,3,22.6,6.2
"made","DeMarcus Cousins",24.3,6.7,2,24.3,6.7
"made","Leandro Barbosa",29.3,66.6,23,20.7,27.4
"made","Isaiah Thomas",48.4,6.1,23,48.4,6.1
"made","Linas Kleiza",25.1,82.6,6,24.9,11.4
"made","Tyreke Evans",6.1,21.5,25,6.1,21.5
"made","DeMarcus Cousins",25,5.6,1,25,5.6
"made","Isaiah Thomas",19.1,23.6,20,19.1,23.6
"made","Ed Davis",26.3,88.4,1,23.7,5.59999999999999
"made","Tyreke Evans",20.2,5,5,20.2,5
"made","Isaiah Thomas",5.8,20.6,25,5.8,20.6
"made","DeMar DeRozan",18,83.7,9,32,10.3
"made","Amir Johnson",25,87.3,2,25,6.7
"made","DeMarcus Cousins",25,6.1,1,25,6.1
"made","DeMar DeRozan",25,88.1,1,25,5.90000000000001
"made","Jose Calderon",25.1,63.6,25,24.9,30.4
"made","DeMar DeRozan",21.8,87.6,3,28.2,6.40000000000001
"made","Leandro Barbosa",44.5,77.1,23,5.5,16.9
"made","Linas Kleiza",29.7,87.3,5,20.3,6.7
"made","Leandro Barbosa",26.5,87.8,2,23.5,6.2
"made","Roy Hibbert",25.9,88.7,1,24.1,5.3
"made","Joe Johnson",31.2,30,26,31.2,30
"made","David West",40.2,89.5,15,9.8,4.5
"made","Al Horford",24.4,5.4,1,24.4,5.4
"made","David West",24.8,70.4,19,25.2,23.6
"made","Josh Smith",23.7,5.9,2,23.7,5.9
"made","Al Horford",24,5.1,1,24,5.1
"made","Paul George",25.2,89.3,0,24.8,4.7
"made","Danny Granger",7.8,83,18,42.2,11
"made","David West",24,87.8,2,26,6.2
"made","Joe Johnson",11.2,14.4,17,11.2,14.4
"made","David West",39.6,88.3,15,10.4,5.7
"made","Roy Hibbert",27,85.7,4,23,8.3
"made","Josh Smith",26.8,5,2,26.8,5
"made","Danny Granger",26.2,88.4,1,23.8,5.59999999999999
"made","Darren Collison",13.8,66.2,25,36.2,27.8
"made","Josh Smith",24.9,6.4,1,24.9,6.4
"made","Willie Green",25.2,5.1,0,25.2,5.1
"made","George Hill",25,85.1,4,25,8.90000000000001
"made","Lance Stephenson",24.3,88.4,1,25.7,5.59999999999999
"made","Lance Stephenson",33.3,73.7,17,16.7,20.3
"made","Lance Stephenson",27,88.7,2,23,5.3
"made","Jeff Teague",30.9,8.9,7,30.9,8.9
"made","Tyler Hansbrough",34.9,85.9,10,15.1,8.09999999999999
"made","Dahntay Jones",26.3,88.1,2,23.7,5.90000000000001
"made","Josh Smith",24.1,4.7,1,24.1,4.7
"made","Josh Smith",24.4,4,1,24.4,4
"made","Paul George",26.8,88.6,2,23.2,5.40000000000001
"made","Joe Johnson",25,8,3,25,8
"made","Dahntay Jones",6.8,88.7,18,43.2,5.3
"made","Joe Johnson",27.3,29.9,25,27.3,29.9
"made","Joe Johnson",41.6,25,26,41.6,25
"made","Danny Granger",38.6,66.8,26,11.4,27.2
"made","Willie Green",27.3,9.7,5,27.3,9.7
"made","Vladimir Radmanovic",37.2,26.9,25,37.2,26.9
"made","Roy Hibbert",25.2,88.7,0,24.8,5.3
"made","Zaza Pachulia",24.1,5.3,1,24.1,5.3
"made","David West",30.3,86.8,6,19.7,7.2
"made","Jeff Teague",26.1,5.6,1,26.1,5.6
"made","Danny Granger",26.2,88.9,1,23.8,5.09999999999999
"made","Darren Collison",40.7,90.1,16,9.3,3.90000000000001
"made","Josh Smith",20,25.1,21,20,25.1
"made","Danny Granger",47,75.8,26,3,18.2
"made","Roy Hibbert",26.2,87.9,2,23.8,6.09999999999999
"made","Danny Granger",23.9,89.2,1,26.1,4.8
"made","Danny Granger",10.9,65.7,27,39.1,28.3
"made","Zaza Pachulia",25.4,4.8,0,25.4,4.8
"made","Roy Hibbert",25.7,84,5,24.3,10
"made","Danny Granger",23.2,87.9,2,26.8,6.09999999999999
"made","Ivan Johnson",26.5,5.3,2,26.5,5.3
"made","Zaza Pachulia",24,5,1,24,5
"made","Danny Granger",18.8,70.6,19,31.2,23.4
"made","Darren Collison",41.8,69,26,8.2,25
"made","Jeff Foster",10.6,66.3,27,39.4,27.7
"made","Tyler Hansbrough",25.1,86.4,3,24.9,7.59999999999999
"made","Josh Smith",25.2,5,0,25.2,5
"made","George Hill",27,78.5,11,23,15.5
"made","Tyler Hansbrough",23.5,89,2,26.5,5
"made","Willie Green",9,9.5,17,9,9.5
"made","Lance Stephenson",23.2,71.7,17,26.8,22.3
"made","Tyler Hansbrough",25,88.7,0,25,5.3
"made","Jerry Stackhouse",10.7,10.2,15,10.7,10.2
"made","Lance Stephenson",18.6,71.7,18,31.4,22.3
"made","Willie Green",15.8,23.6,21,15.8,23.6
"made","Lou Amundson",24.2,88.6,1,25.8,5.40000000000001
"made","Donald Sloan",25,4.7,0,25,4.7
"made","Jerry Stackhouse",26.9,29.7,25,26.9,29.7
"made","Donald Sloan",26.3,5,1,26.3,5
"made","Donald Sloan",25,4.5,0,25,4.5
"made","Carmelo Anthony",13.9,67.3,24,36.1,26.7
"made","Jrue Holiday",29.5,22,18,29.5,22
"made","Jodie Meeks",13.7,27.8,25,13.7,27.8
"made","Iman Shumpert",35.6,71.8,20,14.4,22.2
"made","Carmelo Anthony",33.9,80.2,13,16.1,13.8
"made","Jrue Holiday",25.8,4.4,1,25.8,4.4
"made","Jrue Holiday",18,11.3,9,18,11.3
"made","Carmelo Anthony",35.5,71.7,20,14.5,22.3
"made","Amar'e Stoudemire",24.8,87.1,2,25.2,6.90000000000001
"made","Landry Fields",24.3,89.2,1,25.7,4.8
"made","Tony Battie",24.4,4.8,1,24.4,4.8
"made","Iman Shumpert",34.2,85.3,10,15.8,8.7
"made","Elton Brand",25.8,13.8,9,25.8,13.8
"made","Amar'e Stoudemire",26.3,86.7,3,23.7,7.3
"made","Josh Harrellson",45.6,88.9,21,4.4,5.09999999999999
"made","Josh Harrellson",10.4,68.4,25,39.6,25.6
"made","Josh Harrellson",9.3,89,16,40.7,5
"made","Carmelo Anthony",25.9,87.6,2,24.1,6.40000000000001
"made","Toney Douglas",48.3,84.2,24,1.7,9.8
"made","Jrue Holiday",24.4,4.8,1,24.4,4.8
"made","Evan Turner",34.7,22.3,20,34.7,22.3
"made","Evan Turner",22.7,6.2,3,22.7,6.2
"made","Lou Williams",36.6,5.9,12,36.6,5.9
"made","Josh Harrellson",48.7,88.6,24,1.3,5.40000000000001
"made","Elton Brand",23,5.9,2,23,5.9
"made","Landry Fields",36,86.5,11,14,7.5
"made","Elton Brand",31.2,17.7,14,31.2,17.7
"made","Amar'e Stoudemire",31.4,81.8,10,18.6,12.2
"made","Evan Turner",17.5,10.2,9,17.5,10.2
"made","Amar'e Stoudemire",24,88.3,1,26,5.7
"made","Andre Iguodala",14.5,22.8,21,14.5,22.8
"made","Amar'e Stoudemire",31.1,84.5,8,18.9,9.5
"made","Elton Brand",18.1,12.2,10,18.1,12.2
"made","Amar'e Stoudemire",15.7,84.2,10,34.3,9.8
"made","Andre Iguodala",24.6,5.1,0,24.6,5.1
"made","Tony Battie",42.4,7,18,42.4,7
"made","Iman Shumpert",33.6,83.7,10,16.4,10.3
"made","Jrue Holiday",23.5,5.4,2,23.5,5.4
"made","Iman Shumpert",34.2,81.9,12,15.8,12.1
"made","Jrue Holiday",35.8,26.9,24,35.8,26.9
"made","Carmelo Anthony",39.9,89.6,15,10.1,4.40000000000001
"made","Tony Battie",24,5.3,1,24,5.3
"made","Amar'e Stoudemire",26,84.2,5,24,9.8
"made","Andre Iguodala",24.1,5,1,24.1,5
"made","Andre Iguodala",7.9,24.4,26,7.9,24.4
"made","Carmelo Anthony",25,88.9,0,25,5.09999999999999
"made","Carmelo Anthony",40.4,88.9,15,9.6,5.09999999999999
"made","Evan Turner",35.1,7.6,10,35.1,7.6
"made","Thaddeus Young",21.8,5.1,3,21.8,5.1
"made","Evan Turner",18.1,6.9,7,18.1,6.9
"made","Carmelo Anthony",15,89,10,35,5
"made","Carmelo Anthony",43.1,84.2,19,6.9,9.8
"made","Josh Harrellson",1.9,89.8,23,48.1,4.2
"made","Thaddeus Young",26.3,5.1,1,26.3,5.1
"made","Evan Turner",26.5,6.2,2,26.5,6.2
"made","Henry Walker",7,73.1,24,43,20.9
"made","Toney Douglas",26.3,88.9,1,23.7,5.09999999999999
"made","Iman Shumpert",29.3,72.2,17,20.7,21.8
"made","Amar'e Stoudemire",25.2,89,0,24.8,5
"made","Thaddeus Young",33.2,19.8,17,33.2,19.8
"made","Thaddeus Young",37.7,18.4,18,37.7,18.4
"made","Andre Iguodala",43.7,13.5,21,43.7,13.5
"made","Thaddeus Young",24,4.7,1,24,4.7
"made","Thaddeus Young",32.9,5,8,32.9,5
"made","Delonte West",25.4,12.4,7,25.4,12.4
"made","Delonte West",36.2,6.5,11,36.2,6.5
"made","Rajon Rondo",25.6,89.5,1,24.4,4.5
"made","Delonte West",24.1,5.3,1,24.1,5.3
"made","Dirk Nowitzki",32.5,17.3,14,32.5,17.3
"made","Vince Carter",25.2,4.5,1,25.2,4.5
"made","Kevin Garnett",32.5,78.2,13,17.5,15.8
"made","Brendan Haywood",26.6,7.2,3,26.6,7.2
"made","Rajon Rondo",25,90.3,1,25,3.7
"made","Shawn Marion",2.5,10,23,2.5,10
"made","Paul Pierce",16.9,78,14,33.1,16
"made","Shawn Marion",24.4,5.7,1,24.4,5.7
"made","Keyon Dooling",26.3,89.3,1,23.7,4.7
"made","Ian Mahinmi",22.6,5.3,2,22.6,5.3
"made","Jason Terry",42.2,12.7,19,42.2,12.7
"made","Ian Mahinmi",25.4,5,0,25.4,5
"made","Jason Terry",24.6,4.8,0,24.6,4.8
"made","Mickael Pietrus",43.7,70.3,26,6.3,23.7
"made","Brandon Bass",20.1,70.3,19,29.9,23.7
"made","Avery Bradley",25.4,88.1,1,24.6,5.90000000000001
"made","Lamar Odom",23.7,5.1,1,23.7,5.1
"made","Avery Bradley",25.6,89.5,1,24.4,4.5
"made","Ian Mahinmi",21.6,6.5,4,21.6,6.5
"made","Rajon Rondo",24.8,88.6,0,25.2,5.40000000000001
"made","Rajon Rondo",40.5,88.6,16,9.5,5.40000000000001
"made","Kevin Garnett",26.7,89.3,2,23.3,4.7
"made","Shawn Marion",24.4,5.3,1,24.4,5.3
"made","Jason Terry",48.2,10.3,24,48.2,10.3
"made","Dirk Nowitzki",38.4,14.9,17,38.4,14.9
"made","Ray Allen",37.5,71.2,22,12.5,22.8
"made","Shawn Marion",20,9.4,7,20,9.4
"made","Ray Allen",33.6,77.7,14,16.4,16.3
"made","Jermaine O'Neal",24.8,70.7,18,25.2,23.3
"made","Brendan Haywood",23.8,5.9,2,23.8,5.9
"made","Delonte West",46.8,21.5,27,46.8,21.5
"made","Rajon Rondo",26,88.3,1,24,5.7
"made","Delonte West",26.3,5,1,26.3,5
"made","Shawn Marion",34.2,10.3,11,34.2,10.3
"made","Brendan Haywood",24.8,5,0,24.8,5
"made","Brandon Bass",10.3,82.1,16,39.7,11.9
"made","Shawn Marion",38.4,6.1,13,38.4,6.1
"made","Lamar Odom",41.6,25.1,26,41.6,25.1
"made","Shawn Marion",34.2,10.5,11,34.2,10.5
"made","Jason Terry",47.8,7.5,23,47.8,7.5
"made","Keyon Dooling",24.2,89.2,1,25.8,4.8
"made","Mickael Pietrus",25.6,90.3,1,24.4,3.7
"made","Rodrigue Beaubois",29.9,12.4,9,29.9,12.4
"made","Keyon Dooling",22,62.4,27,28,31.6
"made","Brandon Bass",24.3,77.2,12,25.7,16.8
"made","Dirk Nowitzki",25,4.5,0,25,4.5
"made","Keyon Dooling",5.6,86.5,20,44.4,7.5
"made","Kevin Garnett",9.2,85.4,16,40.8,8.59999999999999
"made","Ray Allen",2.1,89.5,23,47.9,4.5
"made","Dirk Nowitzki",13.1,7.2,12,13.1,7.2
"made","Rajon Rondo",12.2,86.7,13,37.8,7.3
"made","Rajon Rondo",23.7,88.9,1,26.3,5.09999999999999
"made","Ian Mahinmi",24.1,2.9,2,24.1,2.9
"made","Rajon Rondo",25.1,89,0,24.9,5
"made","Jason Terry",48.1,6.2,23,48.1,6.2
"made","Jason Terry",24.9,5.7,1,24.9,5.7
"made","Kevin Garnett",25.1,88.9,0,24.9,5.09999999999999
"made","Paul Pierce",36.3,63.2,28,13.7,30.8
"made","Dirk Nowitzki",23.3,6.7,2,23.3,6.7
"made","Jason Terry",23.3,5.3,2,23.3,5.3
"made","Ronnie Brewer",30,71.4,18,20,22.6
"made","Joakim Noah",27,87.6,2,23,6.40000000000001
"made","Trevor Booker",26,11,6,26,11
"made","John Lucas III",30.3,81.5,9,19.7,12.5
"made","JaVale McGee",22.9,15.2,10,22.9,15.2
"made","Joakim Noah",24.6,71.1,18,25.4,22.9
"made","Trevor Booker",21.8,6.7,4,21.8,6.7
"made","JaVale McGee",6.8,11.3,19,6.8,11.3
"made","John Wall",23.7,6.2,2,23.7,6.2
