"result","player","converted_x","converted_y","shot_distance","shot_x","shot_y"
"made","Paul Pierce",32.9,21.4,18,32.9,21.4
"made","Paul Pierce",14.8,20.9,19,14.8,20.9
"made","LeBron James",24,88.9,1,26,5.09999999999999
"made","LeBron James",26,64.1,25,24,29.9
"made","Quinton Ross",11.1,80.1,17,38.9,13.9
"made","Dirk Nowitzki",29.2,73.4,16,20.8,20.6
"made","Caron Butler",16.6,23.9,21,16.6,23.9
"made","Shawn Marion",24.2,82.7,6,25.8,11.3
"made","Jason Kidd",25,89,0,25,5
"made","Andray Blatche",15,25.1,22,15,25.1
"made","Shawn Marion",25.9,75.8,13,24.1,18.2
"made","Brendan Haywood",25,5,0,25,5
"made","Shawn Marion",16.9,82.6,10,33.1,11.4
"made","Brendan Haywood",25,5,0,25,5
"made","Brendan Haywood",25,5,0,25,5
"made","Gilbert Arenas",23.3,23.9,19,23.3,23.9
"made","Andray Blatche",25,5,0,25,5
"made","Gilbert Arenas",25,5,0,25,5
"made","Caron Butler",12.5,22.3,21,12.5,22.3
"made","Jose Juan Barea",25,89,0,25,5
"made","Fabricio Oberto",24.9,10.3,5,24.9,10.3
"made","Andray Blatche",25,5,0,25,5
"made","Jason Terry",30.6,86.2,6,19.4,7.8
"made","Andray Blatche",25,5,0,25,5
"made","Dirk Nowitzki",38.3,86,14,11.7,8
"made","Jose Juan Barea",25,89,0,25,5
"made","Randy Foye",43.7,12.1,20,43.7,12.1
"made","Caron Butler",12.8,8.4,13,12.8,8.4
"made","Jason Terry",13.6,79.9,15,36.4,14.1
"made","Mike Miller",1.6,5,23,1.6,5
"made","Jose Juan Barea",7.5,72.3,24,42.5,21.7
"made","Erick Dampier",25,89,0,25,5
"made","Andray Blatche",24.9,23.7,19,24.9,23.7
"made","Dirk Nowitzki",26.5,74.2,15,23.5,19.8
"made","Randy Foye",25,5,0,25,5
"made","Gilbert Arenas",31.4,24.5,21,31.4,24.5
"made","Gilbert Arenas",15.3,24.4,22,15.3,24.4
"made","Randy Foye",7.6,6.9,18,7.6,6.9
"made","Drew Gooden",21.6,84.8,5,28.4,9.2
"made","Caron Butler",25,5,0,25,5
"made","Jason Terry",38.2,67.1,26,11.8,26.9
"made","Erick Dampier",25,89,0,25,5
"made","Gilbert Arenas",14.5,27.7,25,14.5,27.7
"made","Caron Butler",25,5,0,25,5
"made","Jason Kidd",25,89,0,25,5
"made","Randy Foye",24.3,8.9,4,24.3,8.9
"made","Andray Blatche",39.6,10.8,16,39.6,10.8
"made","Dirk Nowitzki",28.9,87.1,4,21.1,6.90000000000001
"made","Dirk Nowitzki",11.2,75.5,19,38.8,18.5
"made","Andray Blatche",29.8,11.4,8,29.8,11.4
"made","Jose Juan Barea",28.7,79.6,10,21.3,14.4
"made","Randy Foye",11,26.1,25,11,26.1
"made","Jason Terry",25,89,0,25,5
"made","Gilbert Arenas",34.3,8.4,10,34.3,8.4
"made","Dirk Nowitzki",13,74.1,19,37,19.9
"made","Dirk Nowitzki",41.8,78.3,20,8.2,15.7
"made","Gilbert Arenas",9.5,11.1,17,9.5,11.1
"made","Dirk Nowitzki",44.2,73.1,25,5.8,20.9
"made","Shawn Marion",25,89,0,25,5
"made","Andray Blatche",40.3,10,16,40.3,10
"made","Randy Foye",21.6,28.3,24,21.6,28.3
"made","Fabricio Oberto",21.3,9.7,6,21.3,9.7
"made","Gilbert Arenas",25,5,0,25,5
"made","Dirk Nowitzki",15.5,66.6,24,34.5,27.4
"made","Randy Foye",26.3,24.2,19,26.3,24.2
"made","Dirk Nowitzki",13.8,85.6,12,36.2,8.40000000000001
"made","Mike Miller",41.9,22.3,24,41.9,22.3
"made","Gilbert Arenas",16.2,25.1,22,16.2,25.1
"made","Randy Foye",40.7,8.1,16,40.7,8.1
"made","Shawn Marion",25,89,0,25,5
"made","Gilbert Arenas",25,5,0,25,5
"made","Caron Butler",21.9,13.9,9,21.9,13.9
"made","Shawn Marion",27.1,84.6,5,22.9,9.40000000000001
"made","LaMarcus Aldridge",15.3,84.3,11,34.7,9.7
"made","Charles Hayes",20.5,9.2,6,20.5,9.2
"made","Trevor Ariza",34.2,27.5,24,34.2,27.5
"made","LaMarcus Aldridge",33.9,74.1,17,16.1,19.9
"made","LaMarcus Aldridge",25,89,0,25,5
"made","Trevor Ariza",37.5,25.8,24,37.5,25.8
"made","Brandon Roy",38.3,75,19,11.7,19
"made","Brandon Roy",46.2,89,21,3.8,5
"made","Aaron Brooks",24.1,11.3,6,24.1,11.3
"made","Travis Outlaw",25.9,64.8,24,24.1,29.2
"made","Brandon Roy",25,89,0,25,5
"made","Travis Outlaw",20.2,70.9,19,29.8,23.1
"made","Andre Miller",25,89,0,25,5
"made","Kyle Lowry",47.3,5.1,22,47.3,5.1
"made","Travis Outlaw",12.5,74.1,19,37.5,19.9
"made","David Andersen",26.5,24.7,20,26.5,24.7
"made","Travis Outlaw",25,89,0,25,5
"made","Travis Outlaw",2.4,88.9,23,47.6,5.09999999999999
"made","Travis Outlaw",25,89,0,25,5
"made","Kyle Lowry",25,5,0,25,5
"made","Charles Hayes",25,5,0,25,5
"made","Rudy Fernandez",1.9,85.7,23,48.1,8.3
"made","Shane Battier",13.7,26.6,24,13.7,26.6
"made","Martell Webster",48,89,23,2,5
"made","LaMarcus Aldridge",25,89,0,25,5
"made","Rudy Fernandez",25,89,0,25,5
"made","Luis Scola",36.1,21.2,20,36.1,21.2
"made","Charles Hayes",25,5,0,25,5
"made","Shane Battier",25,5,0,25,5
"made","Steve Blake",4.5,76.9,24,45.5,17.1
"made","Aaron Brooks",18,5,7,18,5
"made","Aaron Brooks",25,5,0,25,5
"made","Steve Blake",2.2,81.8,24,47.8,12.2
"made","Martell Webster",25,89,0,25,5
"made","Aaron Brooks",25,5,0,25,5
"made","Martell Webster",25,89,0,25,5
"made","Aaron Brooks",25,5,0,25,5
"made","Travis Outlaw",12.8,80.1,15,37.2,13.9
"made","Travis Outlaw",34.7,75.9,16,15.3,18.1
"made","Joel Przybilla",25,89,0,25,5
"made","Rudy Fernandez",2.1,89.8,23,47.9,4.2
"made","Trevor Ariza",25,5,0,25,5
"made","Carl Landry",32.8,5.7,8,32.8,5.7
"made","Travis Outlaw",27.8,64.8,24,22.2,29.2
"made","Carl Landry",25,5,0,25,5
"made","Brandon Roy",25,89,0,25,5
"made","Aaron Brooks",35.5,17.3,16,35.5,17.3
"made","Martell Webster",2.9,86.7,22,47.1,7.3
"made","Aaron Brooks",25,5,0,25,5
"made","David Andersen",43.7,8,19,43.7,8
"made","LaMarcus Aldridge",43.1,88.1,18,6.9,5.90000000000001
"made","David Andersen",39.1,24.8,24,39.1,24.8
"made","Chase Budinger",25,5,0,25,5
"made","Andre Miller",15.2,76.9,16,34.8,17.1
"made","Andre Miller",39.3,69.8,24,10.7,24.2
"made","Aaron Brooks",25,5,0,25,5
"made","David Andersen",11,10.2,15,11,10.2
"made","Chase Budinger",25,5,0,25,5
"made","Chase Budinger",25,5,0,25,5
"made","Carl Landry",25,5,0,25,5
"made","Brandon Roy",28.7,70.6,19,21.3,23.4
"made","Greg Oden",25,89,0,25,5
"made","Kyle Lowry",25,5,0,25,5
"made","Andrew Bynum",24.8,83.7,5,25.2,10.3
"made","Kobe Bryant",25,89,0,25,5
"made","Marcus Camby",36.6,21,20,36.6,21
"made","Kobe Bryant",7,89.6,18,43,4.40000000000001
"made","Chris Kaman",25,5,0,25,5
"made","Chris Kaman",13.4,7.5,12,13.4,7.5
"made","Lamar Odom",25,89,0,25,5
"made","Lamar Odom",10.4,66.5,27,39.6,27.5
"made","Eric Gordon",6.8,25.3,27,6.8,25.3
"made","Kobe Bryant",25,89,0,25,5
"made","Al Thornton",25,5,0,25,5
"made","Kobe Bryant",38.8,81.6,16,11.2,12.4
"made","Andrew Bynum",25,89,0,25,5
"made","Al Thornton",25,5,0,25,5
"made","Rasual Butler",12,5.3,13,12,5.3
"made","Kobe Bryant",13.9,73.4,19,36.1,20.6
"made","Andrew Bynum",25,89,0,25,5
"made","Chris Kaman",10.4,12.8,17,10.4,12.8
"made","Jordan Farmar",25,89,0,25,5
"made","Metta World Peace",25,89,0,25,5
"made","Ricky Davis",43.5,22.5,25,43.5,22.5
"made","Lamar Odom",25,89,0,25,5
"made","Metta World Peace",43.2,69.3,27,6.8,24.7
"made","Craig Smith",25,5,0,25,5
"made","Craig Smith",25,5,0,25,5
"made","Jordan Farmar",25,89,0,25,5
"made","Eric Gordon",25,5,0,25,5
"made","Craig Smith",25,5,0,25,5
"made","Sebastian Telfair",18.8,17.7,14,18.8,17.7
"made","Craig Smith",25,5,0,25,5
"made","Sebastian Telfair",9,8.1,16,9,8.1
"made","Josh Powell",35,85.4,11,15,8.59999999999999
"made","Craig Smith",25,5,0,25,5
"made","Andrew Bynum",26.2,85.7,4,23.8,8.3
"made","Craig Smith",28.7,10.6,7,28.7,10.6
"made","Andrew Bynum",25,89,0,25,5
"made","Derek Fisher",39.9,67,27,10.1,27
"made","Al Thornton",20,27.5,23,20,27.5
"made","Chris Kaman",12.1,7,13,12.1,7
"made","Kobe Bryant",27.8,88.6,3,22.2,5.40000000000001
"made","Andrew Bynum",25,89,0,25,5
"made","Kobe Bryant",25,89,0,25,5
"made","Eric Gordon",7.9,18.5,22,7.9,18.5
"made","Chris Kaman",25,5,0,25,5
"made","Chris Kaman",24.9,21.8,17,24.9,21.8
"made","Andrew Bynum",23.9,78.2,11,26.1,15.8
"made","Marcus Camby",8.5,14.7,19,8.5,14.7
"made","Chris Kaman",25,5,0,25,5
"made","Derek Fisher",25,89,0,25,5
"made","Eric Gordon",6.9,7,18,6.9,7
"made","Baron Davis",25,5,0,25,5
"made","Andrew Bynum",25,89,0,25,5
"made","Marcus Camby",25,5,0,25,5
"made","Eric Gordon",25,5,0,25,5
"made","Kobe Bryant",39.4,84.9,15,10.6,9.09999999999999
"made","Marcus Camby",25,5,0,25,5
"made","Eric Gordon",47.4,16.3,25,47.4,16.3
"made","Marcus Camby",25,5,0,25,5
"made","Kobe Bryant",25.7,72,17,24.3,22
"made","Lamar Odom",25,89,0,25,5
"made","DJ Mbenga",25,89,0,25,5
"made","Lamar Odom",25,89,0,25,5
"made","Rasual Butler",9.1,5.1,16,9.1,5.1
"made","Lamar Odom",34.4,62.9,28,15.6,31.1
"made","Kobe Bryant",25,89,0,25,5
"made","Metta World Peace",25,89,0,25,5
"made","Marcus Camby",25,8.4,3,25,8.4
"made","Chris Kaman",15.1,12.1,12,15.1,12.1
"made","Al Thornton",28.5,27,22,28.5,27
"made","Kobe Bryant",25,89,0,25,5
"made","Eric Gordon",25,5,0,25,5
"made","Andrew Bynum",25,89,0,25,5
"made","Marcus Camby",25,5,0,25,5
"made","Sebastian Telfair",43.5,5.1,19,43.5,5.1
"made","Josh Smith",25,89,0,25,5
"made","Roy Hibbert",25,5,0,25,5
"made","Al Horford",27,86,4,23,8
"made","Danny Granger",16.6,22,19,16.6,22
"made","Troy Murphy",12.6,21.7,21,12.6,21.7
"made","Joe Johnson",25.2,89.2,0,24.8,4.8
"made","Danny Granger",22.9,5.6,2,22.9,5.6
"made","Josh Smith",24.3,87.9,1,25.7,6.09999999999999
"made","Josh Smith",27.1,88.7,2,22.9,5.3
"made","Danny Granger",24.1,6.7,2,24.1,6.7
"made","Troy Murphy",38.4,19.3,20,38.4,19.3
"made","Troy Murphy",35.5,26.9,24,35.5,26.9
"made","Mike Bibby",22.6,88.4,2,27.4,5.59999999999999
"made","Josh Smith",25,89,0,25,5
"made","Brandon Rush",26.1,5,1,26.1,5
"made","Al Horford",25.4,85.4,4,24.6,8.59999999999999
"made","Danny Granger",43,21.7,25,43,21.7
"made","Troy Murphy",25,5,0,25,5
"made","Troy Murphy",40.3,16.3,19,40.3,16.3
"made","Al Horford",27.1,88.6,2,22.9,5.40000000000001
"made","Roy Hibbert",33.4,5.7,8,33.4,5.7
"made","Josh Smith",25,89,0,25,5
"made","Joe Johnson",13.6,73,20,36.4,21
"made","Joe Johnson",25,89,0,25,5
"made","Danny Granger",36.6,28.1,26,36.6,28.1
"made","Jeff Teague",25,89,0,25,5
"made","Earl Watson",21.4,22.3,18,21.4,22.3
"made","Joe Smith",42.1,84.3,18,7.9,9.7
"made","Luther Head",13.2,22.3,21,13.2,22.3
"made","Dahntay Jones",22.7,5.9,2,22.7,5.9
"made","Joe Smith",27.1,89.2,2,22.9,4.8
"made","Dahntay Jones",25,5,0,25,5
"made","Marvin Williams",7.5,83.2,18,42.5,10.8
"made","Earl Watson",23.2,7.2,3,23.2,7.2
"made","Marvin Williams",6.5,84,19,43.5,10
"made","Jeff Teague",41.8,70,25,8.2,24
"made","Earl Watson",11.2,26.1,25,11.2,26.1
"made","Zaza Pachulia",27.9,71.8,17,22.1,22.2
"made","Brandon Rush",13.2,12.5,14,13.2,12.5
"made","Josh Smith",23.2,88.9,2,26.8,5.09999999999999
"made","Marvin Williams",35.8,66,25,14.2,28
"made","Danny Granger",48.2,8.1,23,48.2,8.1
"made","Al Horford",13.3,76.7,17,36.7,17.3
"made","Josh Smith",26.8,89.2,2,23.2,4.8
"made","T.J. Ford",25.8,5,1,25.8,5
"made","Danny Granger",26.8,5,2,26.8,5
"made","Maurice Evans",26.8,88.7,2,23.2,5.3
"made","Maurice Evans",2.1,86,23,47.9,8
"made","Al Horford",25,89,0,25,5
"made","Troy Murphy",30.2,29.7,25,30.2,29.7
"made","Al Horford",33.6,73.3,18,16.4,20.7
"made","Danny Granger",21.3,8.9,5,21.3,8.9
"made","Al Horford",38.6,80.8,16,11.4,13.2
"made","Roy Hibbert",25,5,0,25,5
"made","Marvin Williams",26.8,88.9,2,23.2,5.09999999999999
"made","Brandon Rush",22.9,6.4,3,22.9,6.4
"made","Joe Johnson",6,71.7,26,44,22.3
"made","Al Horford",26.5,88.3,2,23.5,5.7
"made","Joe Johnson",26.2,73,16,23.8,21
"made","Dahntay Jones",23.5,4.8,2,23.5,4.8
"made","Joe Johnson",15.7,83.5,11,34.3,10.5
"made","Danny Granger",13.2,26.9,25,13.2,26.9
"made","Jamal Crawford",23.1,79.3,10,26.9,14.7
"made","Earl Watson",1.9,7.2,23,1.9,7.2
"made","Dahntay Jones",24.6,8.9,4,24.6,8.9
"made","Al Horford",25,89,0,25,5
"made","Luther Head",24.9,13.9,9,24.9,13.9
"made","Maurice Evans",11.2,83.2,15,38.8,10.8
"made","Maurice Evans",41.8,76.6,21,8.2,17.4
"made","Luther Head",7.9,9.4,18,7.9,9.4
"made","Solomon Jones",25,5,0,25,5
"made","Joe Johnson",27.3,89.2,2,22.7,4.8
"made","Earl Watson",22.9,10.6,6,22.9,10.6
"made","Joe Johnson",23.2,85.4,4,26.8,8.59999999999999
"made","Earl Watson",25.5,29.9,25,25.5,29.9
"made","Mike Bibby",32.3,63.6,26,17.7,30.4
"made","Mike Bibby",23.4,85.3,4,26.6,8.7
"made","Al Horford",25,89,0,25,5
"made","Joe Johnson",22.9,88.4,2,27.1,5.59999999999999
"made","Danny Granger",8.2,24.7,26,8.2,24.7
"made","Mike Bibby",19.4,64.4,25,30.6,29.6
"made","Al Horford",24,79.4,10,26,14.6
"made","Luther Head",40.3,16.2,19,40.3,16.2
"made","Joe Johnson",1.9,84,24,48.1,10
"made","Earl Watson",23.8,5.3,1,23.8,5.3
"made","Elton Brand",23.3,10.3,6,23.3,10.3
"made","Vince Carter",37.1,77.4,17,12.9,16.6
"made","Samuel Dalembert",25,5,0,25,5
"made","Jameer Nelson",9.7,67.9,26,40.3,26.1
"made","Jameer Nelson",25,89,0,25,5
"made","Lou Williams",19.6,31.1,27,19.6,31.1
"made","Mickael Pietrus",25,89,0,25,5
"made","Thaddeus Young",25,5,0,25,5
"made","Mickael Pietrus",25,89,0,25,5
"made","Dwight Howard",25,89,0,25,5
"made","Mickael Pietrus",48.3,90.3,23,1.7,3.7
"made","Lou Williams",9.5,18.8,21,9.5,18.8
"made","Dwight Howard",18.8,89.5,6,31.2,4.5
"made","Thaddeus Young",25,5,0,25,5
"made","Lou Williams",25,5,0,25,5
"made","Thaddeus Young",36.2,29.6,27,36.2,29.6
"made","Lou Williams",25,5,0,25,5
"made","Jason Williams",26.3,63.3,26,23.7,30.7
"made","Marreese Speights",36.2,18.7,18,36.2,18.7
"made","Mickael Pietrus",25,89,0,25,5
"made","Jason Williams",25,89,0,25,5
"made","Vince Carter",29.3,64.1,25,20.7,29.9
"made","Brandon Bass",25.4,81.5,8,24.6,12.5
"made","Marreese Speights",21.1,21,16,21.1,21
"made","Brandon Bass",20.9,72.5,17,29.1,21.5
"made","Marcin Gortat",25,89,0,25,5
"made","Rodney Carney",48,5.6,23,48,5.6
"made","Jason Williams",2.1,84.3,23,47.9,9.7
"made","Jason Williams",31.9,64,26,18.1,30
"made","Matt Barnes",48.7,89.8,24,1.3,4.2
"made","Rodney Carney",16.4,6.2,9,16.4,6.2
"made","JJ Redick",8.6,69.5,25,41.4,24.5
"made","Marreese Speights",24.3,10.6,6,24.3,10.6
"made","Dwight Howard",25,89,0,25,5
"made","Marreese Speights",25,5,0,25,5
"made","Dwight Howard",25,89,0,25,5
"made","Ryan Anderson",41.8,68.7,26,8.2,25.3
"made","Vince Carter",25,89,0,25,5
"made","Vince Carter",41.5,69.3,26,8.5,24.7
"made","Jameer Nelson",12.3,83.8,14,37.7,10.2
"made","Willie Green",7.4,14.3,20,7.4,14.3
"made","Matt Barnes",25,89,0,25,5
"made","Ryan Anderson",25,89,0,25,5
"made","Andre Iguodala",38.4,2.3,14,38.4,2.3
"made","Samuel Dalembert",25,5,0,25,5
"made","Dwight Howard",25,89,0,25,5
"made","Samuel Dalembert",25,5,0,25,5
"made","Dwight Howard",25,89,0,25,5
"made","Samuel Dalembert",25,5,0,25,5
"made","Ryan Anderson",45.4,70.3,28,4.6,23.7
"made","Lou Williams",14.4,22.9,21,14.4,22.9
"made","Ryan Anderson",10.8,67.6,26,39.2,26.4
"made","Marreese Speights",12.9,22.5,21,12.9,22.5
"made","Marreese Speights",25,5,0,25,5
"made","Ryan Anderson",2.4,83.8,23,47.6,10.2
"made","Andre Iguodala",25,5,0,25,5
"made","Dwight Howard",25,89,0,25,5
"made","Vince Carter",5.1,72.7,26,44.9,21.3
"made","Andre Iguodala",25,5,0,25,5
"made","Jason Kapono",9.8,16,19,9.8,16
"made","Dwight Howard",25,89,0,25,5
"made","JJ Redick",25,89,0,25,5
"made","Dwight Howard",25,89,0,25,5
"made","Marreese Speights",25,5,0,25,5
"made","Brandon Bass",35.5,91.8,11,14.5,2.2
"made","Jason Kapono",35,5,10,35,5
"made","Marreese Speights",25,5,0,25,5
"made","Matt Barnes",25,89,0,25,5
"made","Marreese Speights",25,5,0,25,5
"made","Marreese Speights",29.8,13.9,10,29.8,13.9
"made","Royal Ivey",25,5,0,25,5
"made","Royal Ivey",31.4,13.2,10,31.4,13.2
"made","JJ Redick",8.7,69.8,25,41.3,24.2
"made","Mickael Pietrus",1.7,88.9,23,48.3,5.09999999999999
"made","Marcin Gortat",25,89,0,25,5
"made","Elton Brand",25,5,0,25,5
"made","Lou Williams",15.3,31.3,28,15.3,31.3
"made","Rodney Carney",25,5,0,25,5
"made","Brandon Bass",12.8,89.5,12,37.2,4.5
"made","Rodney Carney",47.4,8.7,23,47.4,8.7
"made","JJ Redick",8.6,77.5,20,41.4,16.5
"made","Jason Kapono",47.6,6.1,23,47.6,6.1
"made","Marcin Gortat",25,89,0,25,5
"made","Jason Kapono",40.8,24.8,25,40.8,24.8
"made","Andrea Bargnani",25,89,0,25,5
"made","Shaquille O'Neal",23.5,6.4,2,23.5,6.4
"made","Anthony Parker",25,5,0,25,5
"made","Shaquille O'Neal",25,5,0,25,5
"made","DeMar DeRozan",45.4,89,20,4.6,5
"made","Andrea Bargnani",34.1,65.4,25,15.9,28.6
"made","Andrea Bargnani",25,89,0,25,5
"made","Chris Bosh",10.8,81.5,16,39.2,12.5
"made","Chris Bosh",17.9,74.1,17,32.1,19.9
"made","Shaquille O'Neal",25,5,0,25,5
"made","Andrea Bargnani",18.3,83.4,9,31.7,10.6
"made","Mo Williams",25,5,0,25,5
"made","Andrea Bargnani",12,87,13,38,7
"made","Jamario Moon",25,5,0,25,5
"made","LeBron James",25,5,0,25,5
"made","Chris Bosh",25,89,0,25,5
"made","Daniel Gibson",25.7,29.7,25,25.7,29.7
"made","Jamario Moon",25,5,0,25,5
"made","Zydrunas Ilgauskas",16.6,6.7,9,16.6,6.7
"made","DeMar DeRozan",25,89,0,25,5
"made","Shaquille O'Neal",25,5,0,25,5
"made","Andrea Bargnani",36.8,72.6,20,13.2,21.4
"made","Marco Belinelli",45,84.5,20,5,9.5
"made","Hedo Turkoglu",17.9,82.9,9,32.1,11.1
"made","LeBron James",41.1,8.4,16,41.1,8.4
"made","LeBron James",25,5,0,25,5
"made","Andrea Bargnani",25,89,0,25,5
"made","Marco Belinelli",25,89,0,25,5
"made","Marco Belinelli",6.8,73.4,24,43.2,20.6
"made","Marco Belinelli",25,89,0,25,5
"made","LeBron James",25,5,0,25,5
"made","Andrea Bargnani",25,89,0,25,5
"made","Rasho Nesterovic",39.9,85.3,15,10.1,8.7
"made","LeBron James",25,5,0,25,5
"made","Mo Williams",15.3,28.5,25,15.3,28.5
"made","LeBron James",25,5,0,25,5
"made","Hedo Turkoglu",39.6,68.4,25,10.4,25.6
"made","Andrea Bargnani",25,89,0,25,5
"made","Daniel Gibson",1.9,4.5,23,1.9,4.5
"made","Anthony Parker",25,5,0,25,5
"made","Anthony Parker",2,16.5,26,2,16.5
"made","Mo Williams",2,5.1,23,2,5.1
"made","Mo Williams",15.3,9.1,11,15.3,9.1
"made","Daniel Gibson",12.6,26.4,25,12.6,26.4
"made","Chris Bosh",25,89,0,25,5
"made","Antoine Wright",26.8,84.5,5,23.2,9.5
"made","DeMar DeRozan",7,89,18,43,5
"made","Hedo Turkoglu",25,89,0,25,5
"made","Andrea Bargnani",38.6,67.7,25,11.4,26.3
"made","Jarrett Jack",25,89,0,25,5
"made","Zydrunas Ilgauskas",25,5,0,25,5
"made","Andrea Bargnani",22.6,74.4,15,27.4,19.6
"made","Chris Bosh",25,89,0,25,5
"made","Shaquille O'Neal",25,5,0,25,5
"made","Rasho Nesterovic",25,89,0,25,5
"made","Shaquille O'Neal",16.4,6.4,9,16.4,6.4
"made","Jarrett Jack",25,89,0,25,5
"made","Chris Bosh",11.7,83.2,15,38.3,10.8
"made","Daniel Gibson",41.9,22.9,25,41.9,22.9
"made","Antoine Wright",3,78.9,24,47,15.1
"made","Anthony Parker",47.4,5.1,22,47.4,5.1
"made","LeBron James",24.8,29.6,25,24.8,29.6
"made","Jose Calderon",25,89,0,25,5
"made","Kendrick Perkins",30.6,83.4,8,19.4,10.6
"made","Kevin Garnett",11.6,84.5,14,38.4,9.5
"made","Kevin Garnett",25.1,88.3,1,24.9,5.7
"made","Rajon Rondo",25.4,88.1,1,24.6,5.90000000000001
"made","Boris Diaw",45.2,6.5,20,45.2,6.5
"made","Rajon Rondo",28.4,72.8,17,21.6,21.2
"made","Boris Diaw",25,5.1,0,25,5.1
"made","Kevin Garnett",14.2,86.5,11,35.8,7.5
"made","Rasheed Wallace",27.3,64,25,22.7,30
"made","Rajon Rondo",23.9,87.3,2,26.1,6.7
"made","Stephen Graham",12.1,10.8,14,12.1,10.8
"made","Rasheed Wallace",3.3,79.3,24,46.7,14.7
"made","Ray Allen",43.7,73,25,6.3,21
"made","Nazr Mohammed",24.3,6.5,2,24.3,6.5
"made","Ray Allen",6.5,73.3,24,43.5,20.7
"made","Vladimir Radmanovic",23.7,10.2,5,23.7,10.2
"made","Raymond Felton",14.8,18.4,17,14.8,18.4
"made","Nazr Mohammed",23.2,6.2,2,23.2,6.2
"made","Raymond Felton",25.4,20.9,16,25.4,20.9
"made","Gerald Wallace",26.5,5.3,2,26.5,5.3
"made","Paul Pierce",2.9,77.7,25,47.1,16.3
"made","Gerald Wallace",23.2,5.6,2,23.2,5.6
"made","Boris Diaw",23.8,6.2,2,23.8,6.2
"made","Ray Allen",1.8,89,23,48.2,5
"made","Kendrick Perkins",24.8,83.8,5,25.2,10.2
"made","Gerald Wallace",25.8,6.4,2,25.8,6.4
"made","Rajon Rondo",24.5,89,0,25.5,5
"made","Ray Allen",5.1,74.2,25,44.9,19.8
"made","Ray Allen",34.4,81.2,12,15.6,12.8
"made","Rajon Rondo",24.5,89,0,25.5,5
"made","Kevin Garnett",42.9,84,19,7.1,10
