"result","player","converted_x","converted_y","shot_distance","shot_x","shot_y"
"made","Al Jefferson",25,5,0,25,5
"made","Corey Brewer",25,5,0,25,5
"made","Jason Thompson",25,89,0,25,5
"made","Tyreke Evans",25,89,0,25,5
"made","Andres Nocioni",49.2,86,24,0.799999999999997,8
"made","Corey Brewer",25,5,0,25,5
"made","Donte Greene",9,87.6,16,41,6.40000000000001
"made","Spencer Hawes",25,89,0,25,5
"made","Omri Casspi",25,89,0,25,5
"made","Donte Greene",39.6,84.3,15,10.4,9.7
"made","Kevin Love",19.6,10.2,7,19.6,10.2
"made","Ramon Sessions",24.3,12.5,8,24.3,12.5
"made","Beno Udrih",44.5,73.6,25,5.5,20.4
"made","Al Jefferson",34.3,9.4,10,34.3,9.4
"made","Beno Udrih",16.4,72.3,19,33.6,21.7
"made","Beno Udrih",48.1,86.5,23,1.9,7.5
"made","Spencer Hawes",25,89,0,25,5
"made","Al Jefferson",25,5,0,25,5
"made","Sergio Rodriguez",9.3,80.5,18,40.7,13.5
"made","Omri Casspi",25,89,0,25,5
"made","Wayne Ellington",47.6,6.7,23,47.6,6.7
"made","Beno Udrih",31.7,69.8,20,18.3,24.2
"made","Spencer Hawes",38.8,72.8,21,11.2,21.2
"made","Jason Thompson",25,89,0,25,5
"made","Jason Thompson",25,89,0,25,5
"made","Al Jefferson",34.2,10,10,34.2,10
"made","Corey Brewer",25,5,0,25,5
"made","Wayne Ellington",26.6,9.5,5,26.6,9.5
"made","Jonny Flynn",20.3,8.1,6,20.3,8.1
"made","Sean May",12,76.3,18,38,17.7
"made","Sergio Rodriguez",18.8,67.9,22,31.2,26.1
"made","Ramon Sessions",15.1,6.4,10,15.1,6.4
"made","Jon Brockman",24.3,82.6,6,25.7,11.4
"made","Oleksiy Pecherov",36.9,6.2,12,36.9,6.2
"made","Sean May",29.2,86.7,5,20.8,7.3
"made","Sasha Pavlovic",12.1,24,23,12.1,24
"made","Ime Udoka",29.5,86.8,5,20.5,7.2
"made","Ramon Sessions",25,5,0,25,5
"made","Chris Bosh",28.2,80.4,9,21.8,13.6
"made","Aaron Brooks",22.1,6.4,3,22.1,6.4
"made","Hedo Turkoglu",23.4,82.4,7,26.6,11.6
"made","Charles Hayes",25,5,0,25,5
"made","Chris Bosh",27,87.8,2,23,6.2
"made","Jarrett Jack",22.7,88.1,2,27.3,5.90000000000001
"made","Luis Scola",28.2,6.4,3,28.2,6.4
"made","Andrea Bargnani",20.7,83.2,7,29.3,10.8
"made","Luis Scola",24.3,11.9,7,24.3,11.9
"made","Jarrett Jack",23.9,87.8,2,26.1,6.2
"made","Chris Bosh",36.3,75.6,18,13.7,18.4
"made","Chris Bosh",27,87.9,2,23,6.09999999999999
"made","Luis Scola",23.2,10.8,6,23.2,10.8
"made","Andrea Bargnani",28.9,87.9,4,21.1,6.09999999999999
"made","Hedo Turkoglu",25,89,0,25,5
"made","Aaron Brooks",24.1,13,8,24.1,13
"made","Andrea Bargnani",22.9,87.6,3,27.1,6.40000000000001
"made","Chris Bosh",30.1,79.1,11,19.9,14.9
"made","Aaron Brooks",39.6,25.5,25,39.6,25.5
"made","Sonny Weems",22.4,88.4,3,27.6,5.59999999999999
"made","Sonny Weems",24.8,84.2,5,25.2,9.8
"made","Chris Bosh",15,76.4,16,35,17.6
"made","Marco Belinelli",6.3,82.9,20,43.7,11.1
"made","Chase Budinger",25,5,0,25,5
"made","Hedo Turkoglu",26.5,86.5,3,23.5,7.5
"made","Andrea Bargnani",26.3,64,25,23.7,30
"made","David Andersen",25.2,5.4,0,25.2,5.4
"made","Carl Landry",25,5,0,25,5
"made","Kyle Lowry",32.5,23.4,20,32.5,23.4
"made","Carl Landry",25,12.5,8,25,12.5
"made","Chris Bosh",36.4,75.2,18,13.6,18.8
"made","Carl Landry",14.8,12.4,13,14.8,12.4
"made","Sonny Weems",25,87,2,25,7
"made","Hedo Turkoglu",34.2,65.9,25,15.8,28.1
"made","Carl Landry",25,5,0,25,5
"made","Hedo Turkoglu",5.1,74.8,24,44.9,19.2
"made","Carl Landry",25,5,0,25,5
"made","Shane Battier",25.4,21,16,25.4,21
"made","Sonny Weems",25,89,0,25,5
"made","Luis Scola",25,5,0,25,5
"made","Jarrett Jack",47.6,88.9,23,2.4,5.09999999999999
"made","Andrea Bargnani",22.3,88.6,3,27.7,5.40000000000001
"made","Hedo Turkoglu",27,87.8,2,23,6.2
"made","DeMar DeRozan",10.3,83.5,16,39.7,10.5
"made","Jarrett Jack",24.5,83.7,5,25.5,10.3
"made","Carl Landry",30.4,12.4,9,30.4,12.4
"made","Chris Bosh",40.1,88.1,15,9.9,5.90000000000001
"made","Luis Scola",27.9,6.9,3,27.9,6.9
"made","Aaron Brooks",32,28.6,25,32,28.6
"made","Carl Landry",23.3,6.1,2,23.3,6.1
"made","Aaron Brooks",31.8,28.5,24,31.8,28.5
"made","Aaron Brooks",30.7,13,10,30.7,13
"made","Sonny Weems",43.2,88.6,18,6.8,5.40000000000001
"made","Luis Scola",27.7,6.1,3,27.7,6.1
"made","Pops Mensah-Bonsu",24.5,88.1,1,25.5,5.90000000000001
"made","Luis Scola",10.3,4.2,15,10.3,4.2
"made","Jarrett Jack",32.5,65.5,25,17.5,28.5
"made","Hedo Turkoglu",28.9,81.3,9,21.1,12.7
"made","Chris Bosh",25.9,87.1,2,24.1,6.90000000000001
"made","Chris Bosh",38.8,87.3,14,11.2,6.7
"made","Carl Landry",39.1,5.4,14,39.1,5.4
"made","Carl Landry",22.6,5.7,2,22.6,5.7
"made","Kyle Lowry",24.4,7.2,2,24.4,7.2
"made","Carl Landry",34.7,6.2,10,34.7,6.2
"made","Hedo Turkoglu",14.4,87.5,11,35.6,6.5
"made","Andrea Bargnani",26.8,70,19,23.2,24
"made","Luis Scola",26.6,11.6,7,26.6,11.6
"made","Chris Bosh",25.4,86.4,3,24.6,7.59999999999999
"made","Luis Scola",44,5.3,19,44,5.3
"made","Jarrett Jack",26.2,82.9,6,23.8,11.1
"made","Hedo Turkoglu",25.2,88.4,1,24.8,5.59999999999999
"made","Jermaine Taylor",45.2,4.4,20,45.2,4.4
"made","Joe Johnson",25,89,0,25,5
"made","Maurice Evans",45,72.8,26,5,21.2
"made","Trenton Hassell",22.7,5,2,22.7,5
"made","Trenton Hassell",43.8,5.4,19,43.8,5.4
"made","Josh Smith",39.1,86,14,10.9,8
"made","Devin Harris",25.2,21.5,17,25.2,21.5
"made","Al Horford",25,89,0,25,5
"made","Josh Boone",26.1,4.8,1,26.1,4.8
"made","Maurice Evans",1.3,87.9,24,48.7,6.09999999999999
"made","Brook Lopez",25,5,0,25,5
"made","Al Horford",25,89,0,25,5
"made","Trenton Hassell",25,5,0,25,5
"made","Josh Boone",9.1,6.4,16,9.1,6.4
"made","Zaza Pachulia",25,89,0,25,5
"made","Brook Lopez",24.1,9.2,4,24.1,9.2
"made","Maurice Evans",25,89,0,25,5
"made","Courtney Lee",12.9,21.8,21,12.9,21.8
"made","Terrence Williams",5.7,13.9,21,5.7,13.9
"made","Maurice Evans",25,89,0,25,5
"made","Jeff Teague",32.2,80.5,11,17.8,13.5
"made","Jamal Crawford",47.5,76.9,26,2.5,17.1
"made","Brook Lopez",25,5,0,25,5
"made","Joe Johnson",23.9,89.3,1,26.1,4.7
"made","Joe Johnson",27.1,89.2,2,22.9,4.8
"made","Jamal Crawford",39.7,75.5,20,10.3,18.5
"made","Brook Lopez",14.8,13.5,13,14.8,13.5
"made","Jeff Teague",31.4,64.6,25,18.6,29.4
"made","Bobby Simmons",12.6,5.3,12,12.6,5.3
"made","Bobby Simmons",27.1,4.8,2,27.1,4.8
"made","Courtney Lee",37.7,20.1,20,37.7,20.1
"made","Mike Bibby",44.6,72.5,26,5.4,21.5
"made","Devin Harris",15.8,19.8,17,15.8,19.8
"made","Eduardo Najera",17.3,29.1,25,17.3,29.1
"made","Courtney Lee",43.2,22.8,25,43.2,22.8
"made","Jamal Crawford",5.1,75.3,24,44.9,18.7
"made","Al Horford",28.1,89.8,3,21.9,4.2
"made","Josh Smith",25,89,0,25,5
"made","Mike Bibby",27.3,88.9,2,22.7,5.09999999999999
"made","Al Horford",6.5,84.5,19,43.5,9.5
"made","Devin Harris",22.7,5,2,22.7,5
"made","Mike Bibby",7.1,87,18,42.9,7
"made","Terrence Williams",48.1,5.6,23,48.1,5.6
"made","Jeff Teague",19.8,72,18,30.2,22
"made","Joe Johnson",25.6,82.6,6,24.4,11.4
"made","Brook Lopez",25,5,0,25,5
"made","Devin Harris",15.3,20.4,18,15.3,20.4
"made","Al Horford",39.1,81.5,16,10.9,12.5
"made","Trenton Hassell",44.1,9.5,20,44.1,9.5
"made","Trenton Hassell",25.7,6.1,1,25.7,6.1
"made","Joe Johnson",48.6,83,24,1.4,11
"made","Josh Smith",41.5,85.9,17,8.5,8.09999999999999
"made","Devin Harris",22.9,5,2,22.9,5
"made","Brook Lopez",25,5,0,25,5
"made","Mike Bibby",2.1,82.3,24,47.9,11.7
"made","Devin Harris",23,5.1,2,23,5.1
"made","Mike Bibby",36.3,72,20,13.7,22
"made","Devin Harris",22.2,20.4,16,22.2,20.4
"made","Josh Smith",26.7,89,2,23.3,5
"made","Joe Johnson",25,89,0,25,5
"made","Al Horford",23.2,86,3,26.8,8
"made","Courtney Lee",32,19.9,16,32,19.9
"made","Courtney Lee",25,5,0,25,5
"made","Al Horford",24.8,76.6,12,25.2,17.4
"made","Devin Harris",19.2,16,12,19.2,16
"made","Joe Johnson",3.2,76.7,25,46.8,17.3
"made","Jeff Teague",25,89,0,25,5
"made","Bobby Simmons",41,24,25,41,24
"made","Terrence Williams",25,5,0,25,5
"made","Jamal Crawford",30,84.5,7,20,9.5
"made","Terrence Williams",14.4,9.1,11,14.4,9.1
"made","Zaza Pachulia",24.2,88.3,1,25.8,5.7
"made","Josh Smith",27,89.2,2,23,4.8
"made","Brook Lopez",6,8.3,19,6,8.3
"made","Maurice Evans",48.6,82.1,25,1.4,11.9
"made","Brook Lopez",25,5,0,25,5
"made","Terrence Williams",26.3,4.8,1,26.3,4.8
"made","Maurice Evans",28.1,78.8,11,21.9,15.2
"made","Maurice Evans",25,89,0,25,5
"made","Terrence Williams",24.3,6.4,2,24.3,6.4
"made","Jamal Crawford",32.8,72,19,17.2,22
"made","Terrence Williams",26.5,5,2,26.5,5
"made","Devin Harris",48.1,6.4,23,48.1,6.4
"made","Maurice Evans",48.6,83.7,24,1.4,10.3
"made","Josh Boone",24.8,4,1,24.8,4
"made","Randolph Morris",37.1,84.8,13,12.9,9.2
"made","Jeff Teague",25,89,0,25,5
"made","Othello Hunter",25,89,0,25,5
"made","Randolph Morris",25.2,80.5,9,24.8,13.5
"made","Josh Boone",25,5,0,25,5
"made","Randolph Morris",15.3,85.1,10,34.7,8.90000000000001
"made","Terrence Williams",21.8,8.1,4,21.8,8.1
"made","Jason Collins",24.2,70.4,19,25.8,23.6
"made","Trenton Hassell",45.1,8,20,45.1,8
"made","Dwyane Wade",25,89,0,25,5
"made","O.J. Mayo",8,12.9,19,8,12.9
"made","Dwyane Wade",22.1,88.1,3,27.9,5.90000000000001
"made","Marc Gasol",16.6,5.9,8,16.6,5.9
"made","Rudy Gay",25,5,0,25,5
"made","Jermaine O'Neal",13.6,78.8,15,36.4,15.2
"made","O.J. Mayo",25,5,0,25,5
"made","Dwyane Wade",19.9,82.7,8,30.1,11.3
"made","Mike Conley",25,5,0,25,5
"made","Dwyane Wade",25,89,0,25,5
"made","Rudy Gay",25,5,0,25,5
"made","Mario Chalmers",20.5,81.5,9,29.5,12.5
"made","O.J. Mayo",32.8,16.5,14,32.8,16.5
"made","Dwyane Wade",25,89,0,25,5
"made","Michael Beasley",25,89,0,25,5
"made","Dorell Wright",49.2,86.8,24,0.799999999999997,7.2
"made","Dorell Wright",25,89,0,25,5
"made","Rudy Gay",16.2,16.3,14,16.2,16.3
"made","O.J. Mayo",25,5,0,25,5
"made","Rudy Gay",25,5,0,25,5
"made","Rudy Gay",25,5,0,25,5
"made","Zach Randolph",42.2,23.6,25,42.2,23.6
"made","Dwyane Wade",25,60,29,25,34
"made","Sam Young",25,5,0,25,5
"made","Mario Chalmers",25,89,0,25,5
"made","Sam Young",25,5,0,25,5
"made","Sam Young",6.3,4.5,19,6.3,4.5
"made","Sam Young",18,8.4,8,18,8.4
"made","Jermaine O'Neal",14.9,86.8,10,35.1,7.2
"made","Jermaine O'Neal",25,89,0,25,5
"made","Marc Gasol",25,5,0,25,5
"made","Dorell Wright",48.9,86.7,24,1.1,7.3
"made","O.J. Mayo",45.1,7.2,20,45.1,7.2
"made","Dwyane Wade",25,89,0,25,5
"made","Dorell Wright",25,89,0,25,5
"made","Rudy Gay",9.9,19.8,21,9.9,19.8
"made","Jermaine O'Neal",30.1,86.2,6,19.9,7.8
"made","Marc Gasol",34.2,7.8,10,34.2,7.8
"made","Marc Gasol",25,5,0,25,5
"made","Dwyane Wade",25,89,0,25,5
"made","Rudy Gay",25,5,0,25,5
"made","Rudy Gay",25,5,0,25,5
"made","Dorell Wright",25,89,0,25,5
"made","Dwyane Wade",20.1,81,9,29.9,13
"made","Marc Gasol",26.1,7.2,2,26.1,7.2
"made","Marc Gasol",24,14.4,9,24,14.4
"made","Jermaine O'Neal",25,89,0,25,5
"made","Michael Beasley",26,68.4,21,24,25.6
"made","Rudy Gay",46.8,16.5,25,46.8,16.5
"made","Mike Conley",25,5,0,25,5
"made","Dorell Wright",13,77.7,16,37,16.3
"made","Mike Conley",24.1,18.4,13,24.1,18.4
"made","Jermaine O'Neal",25,89,0,25,5
"made","Zach Randolph",6.3,9.7,19,6.3,9.7
"made","Rudy Gay",25,5,0,25,5
"made","Dwyane Wade",25,89,0,25,5
"made","O.J. Mayo",39.6,11.4,16,39.6,11.4
"made","Marc Gasol",13.1,13,14,13.1,13
"made","Rudy Gay",14.5,29.1,26,14.5,29.1
"made","Dwyane Wade",25.9,78.6,10,24.1,15.4
"made","Rudy Gay",25,5,0,25,5
"made","Joel Anthony",25,89,0,25,5
"made","Zach Randolph",33.1,7.5,8,33.1,7.5
"made","Joel Anthony",21.5,80.5,9,28.5,13.5
"made","Rudy Gay",11,26.3,25,11,26.3
"made","Carlos Arroyo",13.8,80.8,14,36.2,13.2
"made","Rudy Gay",42.1,13.5,19,42.1,13.5
"made","Rudy Gay",25,5,0,25,5
"made","Udonis Haslem",22.7,70.9,18,27.3,23.1
"made","Zach Randolph",25,5,0,25,5
"made","Udonis Haslem",15.7,78.8,14,34.3,15.2
"made","Hasheem Thabeet",25,5,0,25,5
"made","Daequan Cook",19,77.5,13,31,16.5
"made","Hasheem Thabeet",25,5,0,25,5
"made","Zach Randolph",9,9.5,17,9,9.5
"made","James Jones",7.3,72,25,42.7,22
"made","DeMarre Carroll",27.3,7.6,3,27.3,7.6
"made","Steven Hunter",25,5,0,25,5
"made","Steven Hunter",25,5,0,25,5
"made","Steven Hunter",25,5,0,25,5
"made","DeMarre Carroll",25,5,0,25,5
"made","Carlos Arroyo",22.9,71.1,18,27.1,22.9
"made","Kevin Durant",30.8,71.5,18,19.2,22.5
"made","Shaquille O'Neal",25,5,0,25,5
"made","LeBron James",25,5,0,25,5
"made","Russell Westbrook",25,89,0,25,5
"made","JJ Hickson",25,5,0,25,5
"made","JJ Hickson",40.3,17.1,20,40.3,17.1
"made","Nenad Krstic",25,89,0,25,5
"made","Kevin Durant",37.5,83.5,14,12.5,10.5
"made","Mo Williams",21,28.6,24,21,28.6
"made","LeBron James",25,5,0,25,5
"made","Nenad Krstic",25,89,0,25,5
"made","Mo Williams",31.7,15.8,13,31.7,15.8
"made","Kevin Durant",25,89,0,25,5
"made","Anthony Parker",47.1,5.7,22,47.1,5.7
"made","Jeff Green",25.4,84.8,4,24.6,9.2
"made","LeBron James",25,5,0,25,5
"made","JJ Hickson",25,5,0,25,5
"made","Kevin Durant",8.1,79.1,20,41.9,14.9
"made","Serge Ibaka",25,89,0,25,5
"made","LeBron James",25,5,0,25,5
"made","Mo Williams",17,19.8,17,17,19.8
"made","Jeff Green",2.4,86.7,23,47.6,7.3
"made","Jamario Moon",25,5,0,25,5
"made","Delonte West",25,5,0,25,5
"made","Jeff Green",25,89,0,25,5
"made","Serge Ibaka",30.8,84.6,7,19.2,9.40000000000001
"made","James Harden",25,89,0,25,5
"made","Anderson Varejao",25,5,0,25,5
"made","LeBron James",23.7,10.3,5,23.7,10.3
"made","Russell Westbrook",25,89,0,25,5
"made","Kevin Durant",28.4,77.5,12,21.6,16.5
"made","LeBron James",20,9.2,7,20,9.2
"made","LeBron James",25,5,0,25,5
"made","Kevin Durant",29.3,83,7,20.7,11
"made","Jeff Green",19.4,84.5,7,30.6,9.5
"made","LeBron James",18.6,29.2,25,18.6,29.2
"made","LeBron James",25,5,0,25,5
"made","Shaun Livingston",35.6,87.9,11,14.4,6.09999999999999
"made","JJ Hickson",25,5,0,25,5
"made","Russell Westbrook",25,89,0,25,5
"made","Anthony Parker",9.8,10.3,16,9.8,10.3
"made","Russell Westbrook",25,89,0,25,5
"made","LeBron James",7.3,22,25,7.3,22
"made","LeBron James",25,5,0,25,5
"made","Mo Williams",44,17.9,23,44,17.9
"made","Kevin Durant",12.2,67.7,25,37.8,26.3
"made","Jeff Green",25,89,0,25,5
"made","Shaquille O'Neal",26,11.7,7,26,11.7
"made","Kevin Durant",19,65.7,24,31,28.3
"made","Jamario Moon",43.3,6.5,18,43.3,6.5
"made","Jamario Moon",9.3,11.6,17,9.3,11.6
"made","Kevin Durant",25.4,74.4,15,24.6,19.6
"made","LeBron James",22.4,29.4,25,22.4,29.4
"made","LeBron James",14.8,28,25,14.8,28
"made","LeBron James",24.3,31,26,24.3,31
"made","Delonte West",23.8,13.8,9,23.8,13.8
"made","Shaun Livingston",25,89,0,25,5
"made","Anderson Varejao",25,5,0,25,5
"made","Serge Ibaka",25.4,74.7,14,24.6,19.3
"made","Serge Ibaka",31.5,81.8,10,18.5,12.2
"made","Jamario Moon",37.9,26,25,37.9,26
"made","Jeff Green",25,89,0,25,5
"made","Mo Williams",34.7,26.7,24,34.7,26.7
"made","Jeff Green",32.7,65.7,25,17.3,28.3
"made","Mo Williams",47.8,13.3,24,47.8,13.3
"made","Mo Williams",45.7,48,48,4.3,46
"made","LeBron James",40.5,14.3,18,40.5,14.3
"made","Mo Williams",25,5,0,25,5
"made","LeBron James",29,27.5,23,29,27.5
"made","Nenad Krstic",25,89,0,25,5
"made","Chris Kaman",25,89,0,25,5
"made","Keith Bogans",48.9,4.7,24,48.9,4.7
"made","Richard Jefferson",6,13,21,6,13
"made","Tim Duncan",25,5,0,25,5
"made","Marcus Camby",25,89,0,25,5
"made","Tim Duncan",42.9,5.7,18,42.9,5.7
"made","Eric Gordon",47.6,86.7,23,2.4,7.3
"made","Richard Jefferson",47.8,6.9,23,47.8,6.9
"made","Sebastian Telfair",40.7,78.3,19,9.3,15.7
"made","Chris Kaman",25,89,0,25,5
"made","Tim Duncan",25,5,0,25,5
"made","Tim Duncan",25,5,0,25,5
"made","Tony Parker",33.1,23.7,20,33.1,23.7
"made","Marcus Camby",25,89,0,25,5
"made","Manu Ginobili",48.1,17.1,26,48.1,17.1
"made","Richard Jefferson",25,5,0,25,5
"made","George Hill",25,5,0,25,5
"made","George Hill",37.2,20.3,20,37.2,20.3
"made","Marcus Camby",35.6,86.8,11,14.4,7.2
"made","DeJuan Blair",25,5,0,25,5
"made","Baron Davis",2.9,76.4,25,47.1,17.6
"made","Manu Ginobili",45.1,20.6,25,45.1,20.6
"made","Matt Bonner",17,30.4,27,17,30.4
"made","DeJuan Blair",25,5,0,25,5
"made","Chris Kaman",36.9,84.5,13,13.1,9.5
"made","Ricky Davis",25,89,0,25,5
"made","Manu Ginobili",22.6,31.5,27,22.6,31.5
"made","Tony Parker",15.5,17.6,16,15.5,17.6
"made","DeJuan Blair",25,5,0,25,5
"made","Manu Ginobili",10.7,26.7,26,10.7,26.7
"made","Al Thornton",8.7,86.5,16,41.3,7.5
"made","DeJuan Blair",25,5,0,25,5
"made","Al Thornton",25,89,0,25,5
"made","Baron Davis",25,89,0,25,5
"made","Tim Duncan",25,5,0,25,5
"made","Chris Kaman",22.3,78.8,11,27.7,15.2
"made","Tim Duncan",42.9,6.5,18,42.9,6.5
"made","Eric Gordon",25.7,60.5,29,24.3,33.5
"made","Tim Duncan",20.7,9.8,6,20.7,9.8
"made","Al Thornton",25,89,0,25,5
"made","Chris Kaman",10,80.8,17,40,13.2
"made","Tony Parker",28.8,8.6,5,28.8,8.6
"made","Chris Kaman",18.2,86.2,7,31.8,7.8
"made","Tony Parker",25,5,0,25,5
"made","Chris Kaman",17.5,87.9,8,32.5,6.09999999999999
"made","Al Thornton",25,89,0,25,5
"made","Marcus Camby",25,89,0,25,5
"made","Al Thornton",25,89,0,25,5
"made","Al Thornton",6.2,89.3,19,43.8,4.7
"made","Tim Duncan",43.2,12.7,20,43.2,12.7
"made","Eric Gordon",25,89,0,25,5
"made","Antonio McDyess",25,5,0,25,5
"made","Richard Jefferson",25,5,0,25,5
"made","Eric Gordon",25.2,84.3,5,24.8,9.7
"made","Tim Duncan",31.5,6.4,7,31.5,6.4
"made","Chris Kaman",39.3,87.5,14,10.7,6.5
"made","Tony Parker",25,5,0,25,5
"made","Al Thornton",19.3,82.4,9,30.7,11.6
"made","Baron Davis",25,89,0,25,5
"made","Al Thornton",25,89,0,25,5
"made","Baron Davis",16.4,79.9,13,33.6,14.1
"made","Matt Bonner",31.5,30.7,27,31.5,30.7
"made","Manu Ginobili",10.4,8.3,15,10.4,8.3
"made","Chris Kaman",25,89,0,25,5
"made","DeJuan Blair",25,5,0,25,5
"made","Richard Jefferson",25,5,0,25,5
"made","Rasual Butler",7.3,87.1,18,42.7,6.90000000000001
"made","Baron Davis",41.3,80.7,18,8.7,13.3
"made","DeJuan Blair",25,5,0,25,5
"made","Keith Bogans",49.2,6.5,24,49.2,6.5
"made","Richard Jefferson",24.6,9.1,4,24.6,9.1
"made","DeJuan Blair",25,5,0,25,5
"made","Roger Mason Jr.",39.4,26.1,26,39.4,26.1
"made","Baron Davis",2.9,75.8,26,47.1,18.2
"made","Roger Mason Jr.",1.9,7.2,23,1.9,7.2
"made","Ricky Davis",6.8,81.5,20,43.2,12.5
"made","George Hill",7.6,15.4,20,7.6,15.4
"made","Roger Mason Jr.",25,5,0,25,5
"made","Craig Smith",25,89,0,25,5
"made","Craig Smith",24.6,82.9,6,25.4,11.1
"made","Craig Smith",18.8,72.2,18,31.2,21.8
"made","Dwight Howard",25,89,0,25,5
"made","Roy Hibbert",25,5,0,25,5
"made","Troy Murphy",12.8,20.9,20,12.8,20.9
"made","T.J. Ford",25,5,0,25,5
"made","Brandon Rush",25,5,0,25,5
"made","Troy Murphy",31.8,10,8,31.8,10
"made","Roy Hibbert",17,23.3,20,17,23.3
"made","Mike Dunleavy",24.6,10.5,6,24.6,10.5
"made","Troy Murphy",34.3,28.9,26,34.3,28.9
"made","Vince Carter",25,89,0,25,5
"made","Mike Dunleavy",29.1,23.4,19,29.1,23.4
"made","Mike Dunleavy",31.5,24,20,31.5,24
"made","Vince Carter",25,89,0,25,5
"made","Troy Murphy",6.1,8.1,19,6.1,8.1
"made","Vince Carter",29.3,80.5,10,20.7,13.5
"made","Dahntay Jones",25,5,0,25,5
"made","Vince Carter",33.4,63.3,27,16.6,30.7
"made","Vince Carter",9.8,68.7,25,40.2,25.3
"made","Brandon Rush",43.2,22,25,43.2,22
"made","Solomon Jones",25,5,0,25,5
"made","Solomon Jones",25,5,0,25,5
"made","Matt Barnes",25,89,0,25,5
"made","Solomon Jones",24.3,21.2,16,24.3,21.2
"made","JJ Redick",16.9,65.4,25,33.1,28.6
"made","Marcin Gortat",25,89,0,25,5
"made","Mike Dunleavy",25,5,0,25,5
"made","Matt Barnes",25,89,0,25,5
"made","Anthony Johnson",25,89,0,25,5
"made","T.J. Ford",26.6,14.6,10,26.6,14.6
"made","T.J. Ford",26.6,12.5,8,26.6,12.5
"made","Anthony Johnson",14.2,80.5,14,35.8,13.5
"made","Mike Dunleavy",25,5,0,25,5
"made","JJ Redick",5.2,73,25,44.8,21
"made","Dwight Howard",25,89,0,25,5
"made","Anthony Johnson",29.8,74.4,15,20.2,19.6
"made","Dwight Howard",25,89,0,25,5
"made","T.J. Ford",32.3,29.4,25,32.3,29.4
"made","Mike Dunleavy",25,5,0,25,5
"made","Vince Carter",37.7,77.1,17,12.3,16.9
"made","T.J. Ford",25,5,0,25,5
"made","Anthony Johnson",25,89,0,25,5
"made","Tyler Hansbrough",25,5,0,25,5
"made","Matt Barnes",25,89,0,25,5
"made","Mike Dunleavy",39.4,20.3,21,39.4,20.3
"made","Vince Carter",42.7,83.7,18,7.3,10.3
"made","Dwight Howard",25,89,0,25,5
"made","Troy Murphy",18.8,30.4,26,18.8,30.4
"made","Mickael Pietrus",25,89,0,25,5
"made","Mike Dunleavy",11.5,27,26,11.5,27
"made","Vince Carter",13.3,86.5,12,36.7,7.5
"made","Rashard Lewis",11.6,73.4,21,38.4,20.6
"made","Jeff Foster",25,5,0,25,5
"made","Mickael Pietrus",25,89,0,25,5
"made","Dahntay Jones",12.3,18.7,19,12.3,18.7
"made","Tyler Hansbrough",17,23.3,20,17,23.3
"made","Jeff Foster",27.9,24.2,19,27.9,24.2
"made","Tyler Hansbrough",25,5,0,25,5
"made","Rashard Lewis",5.2,73.3,25,44.8,20.7
"made","Jeff Foster",39.9,8.7,15,39.9,8.7
"made","Mickael Pietrus",25,89,0,25,5
"made","Mike Dunleavy",40.3,17.7,20,40.3,17.7
"made","Ryan Anderson",25,89,0,25,5
"made","Earl Watson",38,26.3,25,38,26.3
"made","Vince Carter",32.3,81.3,11,17.7,12.7
"made","Roy Hibbert",25,5,0,25,5
"made","Ryan Anderson",1.6,86.8,24,48.4,7.2
"made","Troy Murphy",38.1,19.8,20,38.1,19.8
"made","Roy Hibbert",30.9,9.2,7,30.9,9.2
"made","Anthony Johnson",25,89,0,25,5
"made","Mike Dunleavy",27.7,25.3,20,27.7,25.3
"made","Tyler Hansbrough",24.3,13.9,9,24.3,13.9
"made","Anthony Johnson",1.6,85.7,24,48.4,8.3
"made","Earl Watson",2.8,17.6,26,2.8,17.6
"made","Vince Carter",34.1,85.7,10,15.9,8.3
"made","T.J. Ford",8,9.7,18,8,9.7
"made","Rashard Lewis",2.7,76.9,25,47.3,17.1
"made","JJ Redick",2.2,84.9,23,47.8,9.09999999999999
"made","Rashard Lewis",25,89,0,25,5
"made","Monta Ellis",39.2,3.6,14,39.2,3.6
"made","Jrue Holiday",8.4,80.2,19,41.6,13.8
"made","Mikki Moore",26.6,24.8,20,26.6,24.8
"made","Mikki Moore",43.5,4,19,43.5,4
"made","Allen Iverson",25,89,0,25,5
"made","Anthony Morrow",44.8,9.1,20,44.8,9.1
"made","Thaddeus Young",25,89,0,25,5
"made","Samuel Dalembert",25,89,0,25,5
"made","Samuel Dalembert",25,89,0,25,5
"made","Thaddeus Young",25,89,0,25,5
"made","Mikki Moore",41.6,2.6,17,41.6,2.6
"made","Thaddeus Young",25,80.4,9,25,13.6
"made","Jrue Holiday",0.8,89.6,24,49.2,4.40000000000001
"made","Mikki Moore",25,24.7,20,25,24.7
"made","Allen Iverson",39,79.4,17,11,14.6
"made","Elton Brand",25.4,81.2,8,24.6,12.8
"made","Allen Iverson",25,89,0,25,5
"made","Corey Maggette",25,5,0,25,5
"made","Allen Iverson",25,89,0,25,5
"made","Corey Maggette",11.2,17.7,19,11.2,17.7
"made","Elton Brand",25,89,0,25,5
"made","Anthony Morrow",48.5,4,24,48.5,4
"made","Thaddeus Young",25,89,0,25,5
"made","Elton Brand",32.5,77.2,14,17.5,16.8
